,auctionID_lot,1,2,n,loc,cat0,cat1,low_rel_high,final_price,high_estimate,num_bids
464,c20666_21,2.394,2.268,8,london,art,impressionist/20th/21st century art,0.7,190000.0,100000.0,16
465,c20666_22,2.117142857142857,1.9457142857142857,5,london,art,impressionist/20th/21st century art,0.8571428571428571,1200000.0,700000.0,12
466,c20666_24,1.395875,1.36725,3,london,art,impressionist/20th/21st century art,0.75,9500000.0,8000000.0,23
467,c20666_26,0.915,0.8721428571428571,4,london,art,impressionist/20th/21st century art,0.7857142857142857,2100000.0,2800000.0,4
468,c20666_33,1.176,1.155,10,london,art,impressionist/20th/21st century art,0.6666666666666666,560000.0,600000.0,11
469,c20666_34,1.6632,1.6128,12,london,art,impressionist/20th/21st century art,0.6,660000.0,500000.0,19
470,c20666_36,1.512,1.44,3,london,art,impressionist/20th/21st century art,0.7142857142857143,420000.0,350000.0,7
471,c20666_38,0.861,0.84,4,london,art,impressionist/20th/21st century art,0.6666666666666666,410000.0,600000.0,6
472,c20666_4,,,2,london,art,impressionist/20th/21st century art,,75000.0,,4
473,c20666_40,1.09,1.0233333333333334,4,london,art,impressionist/20th/21st century art,0.6666666666666666,1600000.0,1800000.0,5
474,c20666_45,0.735,0.693,2,london,art,impressionist/20th/21st century art,0.6666666666666666,350000.0,600000.0,2
475,c20666_46,0.945,0.8925,3,london,art,impressionist/20th/21st century art,0.6666666666666666,90000.0,120000.0,3
476,c20666_47,1.026,1.008,3,london,art,impressionist/20th/21st century art,0.7142857142857143,570000.0,700000.0,5
477,c20666_48,3.696,3.528,10,london,art,impressionist/20th/21st century art,0.6666666666666666,440000.0,150000.0,21
478,c20666_49,1.47,1.365,6,london,art,impressionist/20th/21st century art,0.75,140000.0,120000.0,7
479,c20666_5,1.596,1.512,6,london,art,impressionist/20th/21st century art,0.6666666666666666,190000.0,150000.0,7
480,c20666_6,3.317142857142857,3.145714285714286,4,london,art,impressionist/20th/21st century art,0.8571428571428571,1900000.0,700000.0,23
481,c20666_7,1.2233333333333334,1.19,7,london,art,impressionist/20th/21st century art,0.6666666666666666,1800000.0,1800000.0,13
482,c20666_8,5.52495,2.08995,10,london,art,impressionist/20th/21st century art,0.7,48000000.0,10000000.0,27
483,c20975_10,2.394,2.205,5,new york,art,impressionist/20th/21st century art,0.75,380000.0,200000.0,15
484,c20975_11,0.735,0.6825,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,350000.0,600000.0,6
485,c20975_12,2.175,2.1,5,new york,art,impressionist/20th/21st century art,0.75,1400000.0,800000.0,12
486,c20975_18,2.352,2.268,8,new york,art,impressionist/20th/21st century art,0.6666666666666666,560000.0,300000.0,21
487,c20975_2,2.34,2.16,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,650000.0,350000.0,13
488,c20975_22,2.52,2.31,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,240000.0,120000.0,18
489,c20975_25,1.95,1.85,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,1900000.0,1200000.0,17
490,c20975_26,1.128,1.08,4,new york,art,impressionist/20th/21st century art,0.6,2300000.0,2500000.0,10
491,c20975_27,1.008,0.9576,3,new york,art,impressionist/20th/21st century art,0.6,400000.0,500000.0,7
492,c20975_28,6.048,5.88,6,new york,art,impressionist/20th/21st century art,0.6666666666666666,720000.0,150000.0,33
493,c20975_3,4.41,4.095,8,new york,art,impressionist/20th/21st century art,0.75,700000.0,200000.0,26
494,c20975_31,5.208,5.04,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,620000.0,150000.0,30
495,c20975_32,16.23125715625,1.95,4,new york,art,impressionist/20th/21st century art,0.75,11000005.0,800000.0,14
496,c20975_33,0.87,0.69,2,new york,art,impressionist/20th/21st century art,0.5,1400000.0,2000000.0,12
497,c20975_4,4.2,4.0285714285714285,4,new york,art,impressionist/20th/21st century art,0.7142857142857143,2400000.0,700000.0,19
498,c20975_5,2.67,2.61,11,new york,art,impressionist/20th/21st century art,0.75,4400000.0,2000000.0,23
499,c20975_6,1.8857142857142857,1.8,4,new york,art,impressionist/20th/21st century art,0.7142857142857143,1050000.0,700000.0,14
500,c20975_7,0.8742857142857143,0.7714285714285715,3,new york,art,impressionist/20th/21st century art,0.7142857142857143,2500000.0,3500000.0,4
501,c20975_8,,,2,new york,art,impressionist/20th/21st century art,,33000000.0,,5
502,c20975_9,5.2,5.0,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,1250000.0,300000.0,20
503,c21508_1,15.75,15.75,7,new york,art,impressionist/20th/21st century art,0.75,1000000.0,80000.0,34
504,c21508_11,2.4857142857142858,2.3142857142857145,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,1400000.0,700000.0,16
505,c21508_12,1.0070625,0.99275,3,new york,art,impressionist/20th/21st century art,0.75,17250000.0,20000000.0,7
506,c21508_13,3.78,3.465,2,new york,art,impressionist/20th/21st century art,0.75,240000.0,80000.0,20
507,c21508_14,4.62,4.2,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,110000.0,30000.0,12
508,c21508_15,3.78,3.528,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,450000.0,150000.0,15
509,c21508_17,0.9075,0.8775,2,new york,art,impressionist/20th/21st century art,0.75,6000000.0,8000000.0,4
510,c21508_18,0.7004166666666667,0.6813333333333333,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,7000000.0,12000000.0,5
511,c21508_19,1.785,1.68,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,85000.0,60000.0,15
512,c21508_20,22.68,21.84,7,new york,art,impressionist/20th/21st century art,0.6666666666666666,540000.0,30000.0,40
513,c21508_21,4.725,4.41,6,new york,art,impressionist/20th/21st century art,0.75,300000.0,80000.0,13
514,c21508_22,1.368,1.332,8,new york,art,impressionist/20th/21st century art,0.7142857142857143,380000.0,350000.0,10
515,c21508_24,0.8333333333333334,0.7666666666666667,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,1200000.0,1800000.0,4
516,c21508_25,0.9,0.792,3,new york,art,impressionist/20th/21st century art,0.7142857142857143,250000.0,350000.0,3
517,c21508_26,5.88,5.46,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,140000.0,30000.0,21
518,c21508_27,0.462,0.42,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,22000.0,60000.0,3
519,c21508_28,3.96,3.6,9,new york,art,impressionist/20th/21st century art,0.7142857142857143,220000.0,70000.0,17
520,c21508_29,1.995,1.89,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,95000.0,60000.0,12
521,c21508_3,15.5,14.5,7,new york,art,impressionist/20th/21st century art,0.6666666666666666,1500000.0,120000.0,25
522,c21508_30,1.1844,1.1592,4,new york,art,impressionist/20th/21st century art,0.6,470000.0,500000.0,14
523,c21508_32,30.54376001875,3.3,9,new york,art,impressionist/20th/21st century art,0.75,21000007.0,800000.0,24
524,c21508_34,1.4,1.3236666666666668,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,18000000.0,15000000.0,16
525,c21508_35,0.9,0.82,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,2200000.0,3000000.0,3
526,c21508_36,,,7,new york,art,impressionist/20th/21st century art,,470000000.0,,9
527,c21508_5,2.775,2.7,5,new york,art,impressionist/20th/21st century art,0.75,1800000.0,800000.0,10
528,c21508_6,1.56,1.464,5,new york,art,impressionist/20th/21st century art,0.6,3200000.0,2500000.0,14
529,c21508_7,1.1328333333333334,1.0946666666666667,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,14500000.0,15000000.0,13
530,c21508_9,4.725,4.41,5,new york,art,impressionist/20th/21st century art,0.75,750000.0,200000.0,19
531,c21517_1,1.49625,1.439,7,new york,art,impressionist/20th/21st century art,0.6666666666666666,7500000.0,6000000.0,16
532,c21517_10,1.266,1.2469166666666667,6,new york,art,impressionist/20th/21st century art,0.6666666666666666,66000000.0,60000000.0,28
533,c21517_11,0.72915,0.7177,5,new york,art,impressionist/20th/21st century art,0.6,31500000.0,50000000.0,8
534,c21517_12,1.0271818181818182,1.0167727272727274,7,new york,art,impressionist/20th/21st century art,0.6363636363636364,49000000.0,55000000.0,15
535,c21517_13,1.65,1.55,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,1600000.0,1200000.0,13
536,c21517_15,1.17,1.14,6,new york,art,impressionist/20th/21st century art,0.75,1900000.0,2000000.0,10
537,c21517_16,,,4,new york,art,impressionist/20th/21st century art,,42000000.0,,11
538,c21517_18,1.0232,0.9316,4,new york,art,impressionist/20th/21st century art,0.72,22000000.0,25000000.0,7
539,c21517_19,,,3,new york,art,impressionist/20th/21st century art,,24500000.0,,6
540,c21517_2,1.387,1.3488333333333333,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,36000000.0,30000000.0,16
541,c21517_20,0.89775,0.8634,2,new york,art,impressionist/20th/21st century art,0.7,7500000.0,10000000.0,6
542,c21517_21,,,3,new york,art,impressionist/20th/21st century art,,47000000.0,,4
543,c21517_23,,,3,new york,art,impressionist/20th/21st century art,,45000000.0,,6
544,c21517_24,0.7308571428571429,0.6654285714285715,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,22000000.0,35000000.0,4
545,c21517_26,1.15,1.05,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,1100000.0,1200000.0,9
546,c21517_28,1.47,1.41,4,new york,art,impressionist/20th/21st century art,0.75,2400000.0,2000000.0,10
547,c21517_29,76.375,75.8025,4,new york,art,impressionist/20th/21st century art,0.75,13000000.0,200000.0,64
548,c21517_3,1.6333333333333333,1.5666666666666667,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,2400000.0,1800000.0,15
549,c21517_31,1.629,1.5908333333333333,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,21000000.0,15000000.0,26
550,c21517_32,1.01225,0.955,2,new york,art,impressionist/20th/21st century art,0.7,8500000.0,10000000.0,7
551,c21517_34,0.636,0.588,3,new york,art,impressionist/20th/21st century art,0.6,2600000.0,5000000.0,5
552,c21517_36,1.1775,1.1297916666666667,8,new york,art,impressionist/20th/21st century art,0.6666666666666666,12000000.0,12000000.0,12
553,c21517_38,0.8657142857142858,0.8314285714285714,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,5000000.0,7000000.0,3
554,c21517_40,0.936,0.888,3,new york,art,impressionist/20th/21st century art,0.6,1900000.0,2500000.0,8
555,c21517_42,0.9114666666666666,0.8962,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,11600000.0,15000000.0,8
556,c21517_44,2.49,0.81,2,new york,art,impressionist/20th/21st century art,0.75,4100000.0,2000000.0,5
557,c21517_46,0.84,0.819,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,800000.0,1200000.0,6
558,c21517_48,1.38,1.34,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,3400000.0,3000000.0,12
559,c21517_49,2.12,2.04,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,1500000.0,14
560,c21517_5,0.7634615384615384,0.7458461538461538,2,new york,art,impressionist/20th/21st century art,0.6923076923076923,43000000.0,65000000.0,4
561,c21517_50,0.75,0.71,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,3700000.0,6000000.0,4
562,c21517_53,0.588,0.54,2,new york,art,impressionist/20th/21st century art,0.6,2400000.0,5000000.0,2
563,c21517_54,1.0114285714285713,0.9771428571428571,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,2900000.0,3500000.0,5
564,c21517_55,8.400003206000001,2.328,2,new york,art,impressionist/20th/21st century art,0.72,18000007.0,2500000.0,7
565,c21517_56,0.6,0.5657142857142857,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,1700000.0,3500000.0,12
566,c21517_57,2.06875,1.9733333333333334,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,10500000.0,6000000.0,23
567,c21517_6,1.56,1.512,3,new york,art,impressionist/20th/21st century art,0.6,3200000.0,2500000.0,15
568,c21517_7,1.6870833333333333,1.6870833333333333,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,8500000.0,6000000.0,21
569,c21517_8,2.52,2.424,4,new york,art,impressionist/20th/21st century art,0.6,5200000.0,2500000.0,8
570,c21549_1,1.26,1.155,4,paris,designer furniture,,0.6666666666666666,120000.0,120000.0,11
571,c21549_10,1.6968,1.6248,8,paris,designer furniture,,0.6,3500000.0,2500000.0,20
572,c21549_11,2.73,2.52,5,paris,designer furniture,,0.6666666666666666,260000.0,120000.0,23
573,c21549_13,1.9559285714285715,1.9395714285714285,6,paris,designer furniture,,0.7142857142857143,5750000.0,3500000.0,29
574,c21549_14,2.6775,2.6025,5,paris,designer furniture,,0.625,1750000.0,800000.0,33
575,c21549_15,0.7848,0.7608,5,paris,designer furniture,,0.6,1600000.0,2500000.0,12
576,c21549_16,3.276,3.024,8,paris,designer furniture,,0.5,260000.0,100000.0,27
577,c21549_17,1.008,0.9576,4,paris,designer furniture,,0.6,200000.0,250000.0,12
578,c21549_18,4.9565,4.842,6,paris,designer furniture,,0.7,4100000.0,1000000.0,51
579,c21549_19,4.905,4.605,4,paris,designer furniture,,0.75,1600000.0,400000.0,22
580,c21549_2,2.415,2.31,6,paris,designer furniture,,0.6666666666666666,230000.0,120000.0,20
581,c21549_20,,,6,paris,designer furniture,,,23500000.0,,15
582,c21549_21,2.142,2.016,7,paris,designer furniture,,0.5,340000.0,200000.0,18
583,c21549_22,6.888,6.408,5,paris,designer furniture,,0.6,1400000.0,250000.0,34
584,c21549_25,2.484,2.364,4,paris,designer furniture,,0.6,1000000.0,500000.0,25
585,c21549_27,15.35,13.35,6,paris,designer furniture,,0.6666666666666666,1500000.0,120000.0,41
586,c21549_28,2.1,1.995,3,paris,designer furniture,,0.6666666666666666,200000.0,120000.0,18
587,c21549_29,2.625,2.52,4,paris,designer furniture,,0.6666666666666666,250000.0,120000.0,23
588,c21549_30,2.322,2.202,7,paris,designer furniture,,0.6,1900000.0,1000000.0,19
589,c21549_35,1.67,1.57,3,paris,designer furniture,,0.6666666666666666,800000.0,600000.0,15
590,c21549_36,1.764,1.638,4,paris,designer furniture,,0.5,280000.0,200000.0,8
591,c21549_39,7.056,6.804,8,paris,designer furniture,,0.6,560000.0,100000.0,37
592,c21549_4,0.882,0.819,2,paris,designer furniture,,0.5,140000.0,200000.0,12
593,c21549_40,1.764,1.638,4,paris,designer furniture,,0.7,140000.0,100000.0,17
594,c21549_41,1.449,1.386,9,paris,designer furniture,,0.5,115000.0,100000.0,17
595,c21549_42,2.9925,2.91375,4,paris,designer furniture,,0.75,190000.0,80000.0,24
596,c21549_43,1.08,0.99,2,paris,designer furniture,,0.7142857142857143,60000.0,70000.0,4
597,c21549_46,2.184,2.016,3,paris,designer furniture,,0.8,260000.0,150000.0,16
598,c21549_47,3.024,2.835,3,paris,designer furniture,,0.75,480000.0,200000.0,21
599,c21549_48,1.827,1.764,2,paris,designer furniture,,0.75,290000.0,200000.0,14
600,c21549_49,1.386,1.26,3,paris,designer furniture,,0.5,220000.0,200000.0,16
601,c21549_5,2.17,2.135,4,paris,designer furniture,,0.6666666666666666,310000.0,180000.0,21
602,c21549_53,1.197,1.134,2,paris,designer furniture,,0.5,380000.0,400000.0,15
603,c21549_54,5.605714285714286,5.2628571428571425,11,paris,designer furniture,,0.7142857142857143,1600000.0,350000.0,34
604,c21549_57,14.14,12.94,9,paris,designer furniture,,0.6666666666666666,3500000.0,300000.0,25
605,c21549_58,2.73,1.932,3,paris,designer furniture,,0.6666666666666666,650000.0,300000.0,5
606,c21549_6,1.26,1.197,3,paris,designer furniture,,0.6,100000.0,100000.0,14
607,c21549_61,1.956,1.884,2,paris,designer furniture,,0.6,780000.0,500000.0,20
608,c21549_63,1.97,1.87,12,paris,designer furniture,,0.6666666666666666,950000.0,600000.0,13
609,c21549_7,2.1,2.016,7,paris,designer furniture,,0.6666666666666666,500000.0,300000.0,21
610,c21549_8,0.84,0.819,7,paris,designer furniture,,0.6666666666666666,200000.0,300000.0,10
611,c21549_9,2.77,2.67,8,paris,designer furniture,,0.6666666666666666,1350000.0,600000.0,26
612,c21604_1,2.3,2.2,6,new york,designer furniture,,0.6666666666666666,1100000.0,600000.0,25
613,c21604_10,0.819,0.7875,2,new york,designer furniture,,0.6666666666666666,780000.0,1200000.0,8
614,c21604_11,1.15,1.1,7,new york,designer furniture,,0.6666666666666666,1100000.0,1200000.0,16
615,c21604_12,0.378,0.3528,3,new york,designer furniture,,0.6,75000.0,250000.0,3
616,c21604_15,0.46285714285714286,0.44571428571428573,3,new york,designer furniture,,0.7142857142857143,1300000.0,3500000.0,7
617,c21604_17,0.6,0.576,5,new york,designer furniture,,0.6,1200000.0,2500000.0,10
618,c21604_18,1.368,1.344,10,new york,designer furniture,,0.6,2800000.0,2500000.0,25
619,c21604_2,1.8666666666666667,1.7333333333333334,3,new york,designer furniture,,0.6666666666666666,2750000.0,1800000.0,21
620,c21604_21,1.26,1.155,6,new york,designer furniture,,0.6666666666666666,180000.0,180000.0,20
621,c21604_22,0.9072,0.882,5,new york,designer furniture,,0.6,360000.0,500000.0,13
622,c21604_23,1.89,1.764,4,new york,designer furniture,,0.6666666666666666,450000.0,300000.0,22
623,c21604_24,2.52,2.48,4,new york,designer furniture,,0.6666666666666666,3100000.0,1500000.0,35
624,c21604_25,1.02,0.996,8,new york,designer furniture,,0.6,4200000.0,5000000.0,21
625,c21604_26,0.448,0.42,2,new york,designer furniture,,0.6666666666666666,320000.0,900000.0,4
626,c21604_27,0.93,0.87,3,new york,designer furniture,,0.75,1500000.0,2000000.0,10
627,c21604_29,0.819,0.756,4,new york,designer furniture,,0.6,650000.0,1000000.0,10
628,c21604_3,1.4978,1.4749,6,new york,designer furniture,,0.6,6200000.0,5000000.0,28
629,c21604_30,1.092,1.008,2,new york,designer furniture,,0.6666666666666666,260000.0,300000.0,14
630,c21604_31,1.785,1.7325,4,new york,designer furniture,,0.6666666666666666,170000.0,120000.0,20
631,c21604_33,0.5775,0.525,2,new york,designer furniture,,0.6666666666666666,55000.0,120000.0,3
632,c21604_34,1.827,1.7325,4,new york,designer furniture,,0.625,580000.0,400000.0,20
633,c21604_37,0.756,0.732,7,new york,designer furniture,,0.6,3100000.0,5000000.0,22
634,c21604_38,0.588,0.546,2,new york,designer furniture,,0.6666666666666666,700000.0,1500000.0,5
635,c21604_39,2.7,2.46,7,new york,designer furniture,,0.6,2200000.0,1000000.0,35
636,c21604_4,0.9085714285714286,0.8914285714285715,7,new york,designer furniture,,0.7142857142857143,2600000.0,3500000.0,20
637,c21604_40,0.441,0.4032,4,new york,designer furniture,,0.7,350000.0,1000000.0,4
638,c21604_41,0.732,0.66,12,new york,designer furniture,,0.6,3000000.0,5000000.0,19
639,c21604_42,0.2772,0.252,3,new york,designer furniture,,0.6,550000.0,2500000.0,4
640,c21604_43,0.84,0.82,4,new york,designer furniture,,0.6666666666666666,2050000.0,3000000.0,17
641,c21604_44,0.3528,0.336,3,new york,designer furniture,,0.6666666666666666,420000.0,1500000.0,4
642,c21604_45,0.882,0.8064,5,new york,designer furniture,,0.6,350000.0,500000.0,16
643,c21604_46,0.5544,0.504,4,new york,designer furniture,,0.6,220000.0,500000.0,10
644,c21604_47,0.399,0.378,3,new york,designer furniture,,0.6666666666666666,190000.0,600000.0,6
645,c21604_48,0.5355,0.504,6,new york,designer furniture,,0.75,850000.0,2000000.0,7
646,c21604_49,0.6615,0.63,7,new york,designer furniture,,0.625,420000.0,800000.0,11
647,c21604_5,1.26,1.155,3,new york,designer furniture,,0.6666666666666666,120000.0,120000.0,11
648,c21604_50,2.583,2.52,7,new york,designer furniture,,0.625,820000.0,400000.0,37
649,c21604_51,1.2915,1.26,5,new york,designer furniture,,0.5,410000.0,400000.0,31
650,c21604_53,1.1,1.06,7,new york,designer furniture,,0.6666666666666666,2700000.0,3000000.0,39
651,c21604_54,0.648,0.624,8,new york,designer furniture,,0.6,1300000.0,2500000.0,21
652,c21604_56,1.17,1.125,6,new york,designer furniture,,0.7142857142857143,650000.0,700000.0,21
653,c21604_57,0.5544,0.504,3,new york,designer furniture,,0.6,110000.0,250000.0,11
654,c21604_58,0.5544,0.504,5,new york,designer furniture,,0.6,110000.0,250000.0,11
655,c21604_59,0.5544,0.504,2,new york,designer furniture,,0.6,110000.0,250000.0,10
656,c21604_60,0.294,0.273,2,new york,designer furniture,,0.6666666666666666,140000.0,600000.0,3
657,c21604_8,0.86625,0.819,4,new york,designer furniture,,0.625,550000.0,800000.0,7
658,c21604_9,1.8,1.72,4,new york,designer furniture,,0.6666666666666666,2200000.0,1500000.0,21
659,s1_00_modern-evening-auction?locale=en__1,0.9313333333333333,0.889,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,440000.0,600000.0,4
660,s1_00_modern-evening-auction?locale=en__10,1.68435,1.6795625,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,17300000.0,12000000.0,49
661,s1_00_modern-evening-auction?locale=en__13,1.361,1.33075,2,new york,art,impressionist/20th/21st century art,0.75,2200000.0,2000000.0,11
662,s1_00_modern-evening-auction?locale=en__14,2.9633333333333334,2.8575,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,700000.0,300000.0,13
663,s1_00_modern-evening-auction?locale=en__15,1.7984,1.77925,7,new york,art,impressionist/20th/21st century art,0.6666666666666666,9100000.0,6000000.0,47
664,s1_00_modern-evening-auction?locale=en__16,1.7946666666666666,1.7543333333333333,5,new york,art,impressionist/20th/21st century art,0.6666666666666666,4400000.0,3000000.0,21
665,s1_00_modern-evening-auction?locale=en__22,1.109,1.0686666666666667,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,2700000.0,3000000.0,10
666,s1_00_modern-evening-auction?locale=en__23,1.737,1.7041714285714287,9,new york,art,impressionist/20th/21st century art,0.7142857142857143,5000000.0,3500000.0,26
667,s1_00_modern-evening-auction?locale=en__24,1.2855,1.25525,4,new york,art,impressionist/20th/21st century art,0.75,4200000.0,4000000.0,11
668,s1_00_modern-evening-auction?locale=en__26,,,3,new york,art,impressionist/20th/21st century art,,44000000.0,,6
669,s1_00_modern-evening-auction?locale=en__29,1.4111111111111112,1.3405555555555555,4,new york,art,impressionist/20th/21st century art,0.7777777777777778,1000000.0,900000.0,6
670,s1_00_modern-evening-auction?locale=en__3,1.2095833333333332,1.1591666666666667,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,1150000.0,1200000.0,8
671,s1_00_modern-evening-auction?locale=en__30,1.3308,1.2824,3,new york,art,impressionist/20th/21st century art,0.72,2700000.0,2500000.0,13
672,s1_00_modern-evening-auction?locale=en__32,0.91086,0.9032,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,11600000.0,15000000.0,12
673,s1_00_modern-evening-auction?locale=en__33,1.6216875,1.607325,2,new york,art,impressionist/20th/21st century art,0.75,11000000.0,8000000.0,50
674,s1_00_modern-evening-auction?locale=en__36,1.3281,1.2952714285714286,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,7800000.0,7000000.0,17
675,s1_00_modern-evening-auction?locale=en__39,1.028375,1.01325,2,new york,art,impressionist/20th/21st century art,0.75,3350000.0,4000000.0,12
676,s1_00_modern-evening-auction?locale=en__4,1.37676,1.36527,6,new york,art,impressionist/20th/21st century art,0.6,5700000.0,5000000.0,27
677,s1_00_modern-evening-auction?locale=en__42,1.58358,1.5606,2,new york,art,impressionist/20th/21st century art,0.7,6600000.0,5000000.0,34
678,s1_00_modern-evening-auction?locale=en__44,1.6056857142857144,1.572857142857143,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,4600000.0,3500000.0,16
679,s1_00_modern-evening-auction?locale=en__46,1.2769444444444444,1.2433333333333334,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,1850000.0,1800000.0,5
680,s1_00_modern-evening-auction?locale=en__48,0.7431428571428571,0.7258571428571429,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,2100000.0,3500000.0,3
681,s1_00_modern-evening-auction?locale=en__49,1.0886666666666667,1.008,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,1300000.0,1500000.0,4
682,s1_00_modern-evening-auction?locale=en__6,2.6213333333333333,2.581,6,new york,art,impressionist/20th/21st century art,0.6666666666666666,3200000.0,1500000.0,30
683,s1_00_modern-evening-auction?locale=en__7,1.5875,1.542142857142857,4,new york,art,impressionist/20th/21st century art,0.7142857142857143,875000.0,700000.0,12
684,s1_00_modern-evening-auction?locale=en__9,1.31684,1.30918,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,16900000.0,15000000.0,67
685,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__11,3.4925,3.175,4,hong kong,art,impressionist/20th/21st century art,0.625,2200000.0,800000.0,15
686,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__12,0.7674615384615384,0.7594265734265734,3,hong kong,art,impressionist/20th/21st century art,0.6503496503496503,93000000.0,143000000.0,7
687,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__13,1.5522222222222222,1.4111111111111112,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,1100000.0,900000.0,15
688,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__2,6.35,6.096,3,hong kong,art,impressionist/20th/21st century art,0.6,2500000.0,500000.0,29
689,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__22,0.7196666666666667,0.6879166666666666,2,hong kong,art,impressionist/20th/21st century art,0.5833333333333334,680000.0,1200000.0,7
690,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__29,0.7123684210526315,0.6805263157894736,2,hong kong,art,impressionist/20th/21st century art,0.5789473684210527,22000000.0,38000000.0,5
691,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__30,1.27,1.1792857142857143,2,hong kong,art,impressionist/20th/21st century art,0.42857142857142855,2800000.0,2800000.0,11
692,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__33,1.039090909090909,0.9236363636363636,4,hong kong,art,impressionist/20th/21st century art,0.6363636363636364,4500000.0,5500000.0,6
693,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__35,2.2013333333333334,2.032,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,1500000.0,13
694,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__36,5.414,5.172,5,hong kong,art,impressionist/20th/21st century art,0.6,22000000.0,5000000.0,26
695,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__38,1.674090909090909,1.6163636363636364,4,hong kong,art,impressionist/20th/21st century art,0.5454545454545454,2900000.0,2200000.0,11
696,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__40,1.1083636363636364,1.039090909090909,4,hong kong,art,impressionist/20th/21st century art,0.6363636363636364,480000.0,550000.0,6
697,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__43,5.08,4.656666666666666,3,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2400000.0,600000.0,11
698,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__44,1.27,1.1792857142857143,2,hong kong,art,impressionist/20th/21st century art,0.6428571428571429,2800000.0,2800000.0,8
699,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__47,1.0583333333333333,1.0054166666666666,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,1000000.0,1200000.0,5
700,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en__5,1.8508620689655173,1.7465517241379311,5,hong kong,art,impressionist/20th/21st century art,0.6551724137931034,8500000.0,5800000.0,9
