,auctionID_lot,1,2,n,loc,cat0,cat1,low_rel_high,final_price,high_estimate,num_bids
0,c16897_1,5.5125,5.04,6,hong kong,art,impressionist/20th/21st century art,0.625,3500000.0,800000.0,25
1,c16897_10,16.375,15.375,8,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,16000000.0,1200000.0,43
2,c16897_11,0.693,0.63,2,hong kong,art,impressionist/20th/21st century art,0.5,2200000.0,4000000.0,7
3,c16897_12,1.368,1.296,7,hong kong,art,impressionist/20th/21st century art,0.7142857142857143,3800000.0,3500000.0,15
4,c16897_13,1.7955882352941177,1.7426470588235294,6,hong kong,art,impressionist/20th/21st century art,0.7058823529411765,9800000.0,6800000.0,20
5,c16897_14,2.016,1.89,9,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,4800000.0,3000000.0,14
6,c16897_15,2.6208,2.52,10,hong kong,art,impressionist/20th/21st century art,0.72,5200000.0,2500000.0,21
7,c16897_16,4.06,3.92,8,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,5800000.0,1800000.0,32
8,c16897_17,1.512,1.4112,4,hong kong,art,impressionist/20th/21st century art,0.6,3000000.0,2500000.0,12
9,c16897_18,4.295454545454546,4.009090909090909,10,hong kong,art,impressionist/20th/21st century art,0.5454545454545454,7500000.0,2200000.0,28
10,c16897_19,1.89,1.8,2,hong kong,art,impressionist/20th/21st century art,0.6428571428571429,4200000.0,2800000.0,7
11,c16897_2,5.46,5.04,6,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,1300000.0,300000.0,19
12,c16897_20,1.89,1.827,6,hong kong,art,impressionist/20th/21st century art,0.5,3000000.0,2000000.0,16
13,c16897_21,2.352,2.184,8,hong kong,art,impressionist/20th/21st century art,0.6,2800000.0,1500000.0,18
14,c16897_23,0.8089285714285714,0.8089285714285714,6,hong kong,art,impressionist/20th/21st century art,0.5714285714285714,18500000.0,28000000.0,9
15,c16897_24,0.956,0.9416875,4,hong kong,art,impressionist/20th/21st century art,0.625,64000000.0,80000000.0,8
16,c16897_25,1.1188888888888888,1.0833333333333333,7,hong kong,art,impressionist/20th/21st century art,0.6296296296296297,24800000.0,27000000.0,11
17,c16897_27,0.8360294117647059,0.8272058823529411,19,hong kong,art,impressionist/20th/21st century art,0.5588235294117647,47000000.0,68000000.0,21
18,c16897_28,0.735,0.6825,3,hong kong,art,impressionist/20th/21st century art,0.5833333333333334,7000000.0,12000000.0,4
19,c16897_29,0.695,0.655,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,17000000.0,30000000.0,3
20,c16897_3,1.596,1.512,5,hong kong,art,impressionist/20th/21st century art,0.4666666666666667,1900000.0,1500000.0,17
21,c16897_31,2.772,2.52,4,hong kong,art,impressionist/20th/21st century art,0.6,5500000.0,2500000.0,23
22,c16897_34,0.975,0.895,2,hong kong,art,impressionist/20th/21st century art,0.8666666666666667,24000000.0,30000000.0,4
23,c16897_39,1.62,1.512,6,hong kong,art,impressionist/20th/21st century art,0.7142857142857143,4500000.0,3500000.0,13
24,c16897_41,5.964,5.88,9,hong kong,art,impressionist/20th/21st century art,0.5333333333333333,7100000.0,1500000.0,39
25,c16897_42,3.675,3.36,5,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,3500000.0,1200000.0,19
26,c16897_43,2.0375,1.9375,6,hong kong,art,impressionist/20th/21st century art,0.65,20000000.0,12000000.0,18
27,c16897_44,2.73,2.52,6,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,1200000.0,20
28,c16897_45,2.079,2.016,10,hong kong,art,impressionist/20th/21st century art,0.5,3300000.0,2000000.0,24
29,c16897_46,1.575,1.512,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,7500000.0,6000000.0,16
30,c16897_47,0.8375,0.7875,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,8000000.0,12000000.0,3
31,c16897_49,1.368,1.26,7,hong kong,art,impressionist/20th/21st century art,0.7142857142857143,3800000.0,3500000.0,11
32,c16897_5,2.16,2.025,4,hong kong,art,impressionist/20th/21st century art,0.6428571428571429,4800000.0,2800000.0,15
33,c16897_50,1.0916666666666666,1.025,3,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,16000000.0,18000000.0,9
34,c16897_51,1.545,1.485,5,hong kong,art,impressionist/20th/21st century art,0.7,12500000.0,10000000.0,8
35,c16897_52,0.585,0.5716666666666667,4,hong kong,art,impressionist/20th/21st century art,0.5,8400000.0,18000000.0,4
36,c16897_53,0.8376923076923077,0.7823076923076923,2,hong kong,art,impressionist/20th/21st century art,0.6923076923076923,45000000.0,65000000.0,2
37,c16897_54,0.9226470588235294,0.9226470588235294,2,hong kong,art,impressionist/20th/21st century art,0.7647058823529411,52000000.0,68000000.0,3
38,c16897_55,1.303125,1.228125,3,hong kong,art,impressionist/20th/21st century art,0.6875,17000000.0,16000000.0,11
39,c16897_57,3.675,3.57,7,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,3500000.0,1200000.0,27
40,c16897_58,1.111764705882353,1.0376470588235294,4,hong kong,art,impressionist/20th/21st century art,0.6470588235294118,7500000.0,8500000.0,6
41,c16897_59,0.8475,0.8075,4,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,42000000.0,60000000.0,5
42,c16897_6,1.11,1.07,6,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,13500000.0,15000000.0,7
43,c16897_63,1.6058823529411765,1.464705882352941,5,hong kong,art,impressionist/20th/21st century art,0.6470588235294118,11000000.0,8500000.0,13
44,c16897_64,1.39,1.31,4,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,17000000.0,15000000.0,10
45,c16897_66,1.003125,0.928125,5,hong kong,art,impressionist/20th/21st century art,0.6875,13000000.0,16000000.0,6
46,c16897_68,1.6875,1.644642857142857,8,hong kong,art,impressionist/20th/21st century art,0.75,39000000.0,28000000.0,20
47,c16897_69,2.079,2.079,11,hong kong,art,impressionist/20th/21st century art,0.5,3300000.0,2000000.0,14
48,c16897_7,1.6384615384615384,1.5461538461538462,5,hong kong,art,impressionist/20th/21st century art,0.6923076923076923,8500000.0,6500000.0,11
49,c16897_70,2.184,2.1,6,hong kong,art,impressionist/20th/21st century art,0.5333333333333333,2600000.0,1500000.0,19
50,c16897_71,1.675,1.675,8,hong kong,art,impressionist/20th/21st century art,0.8,8000000.0,6000000.0,17
51,c16897_72,1.4892857142857143,1.4035714285714285,9,hong kong,art,impressionist/20th/21st century art,0.6428571428571429,17000000.0,14000000.0,12
52,c16897_73,2.226,2.184,5,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,5300000.0,3000000.0,21
53,c16897_74,1.489090909090909,1.4318181818181819,3,hong kong,art,impressionist/20th/21st century art,0.5454545454545454,2600000.0,2200000.0,15
54,c16897_8,2.772,2.52,3,hong kong,art,impressionist/20th/21st century art,0.6,1100000.0,500000.0,17
55,c16897_9,3.5,3.36,3,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,500000.0,180000.0,21
56,c18910_101,2.149090909090909,2.149090909090909,2,paris,art,impressionist/20th/21st century art,0.6363636363636364,950000.0,550000.0,11
57,c18910_108,0.7142777777777778,0.7142777777777778,2,paris,art,impressionist/20th/21st century art,0.6111111111111112,11000000.0,18000000.0,7
58,c18910_109,0.735,0.672,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,350000.0,600000.0,3
59,c18910_11,0.98,0.98,3,paris,art,impressionist/20th/21st century art,0.7777777777777778,700000.0,900000.0,3
60,c18910_111,0.835,0.835,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,800000.0,1200000.0,3
61,c18910_113,1.485,1.485,5,paris,art,impressionist/20th/21st century art,0.75,1450000.0,1200000.0,14
62,c18910_114,1.68,1.68,5,paris,art,impressionist/20th/21st century art,0.6666666666666666,240000.0,180000.0,15
63,c18910_117,2.184,2.184,7,paris,art,impressionist/20th/21st century art,0.6666666666666666,260000.0,150000.0,17
64,c18910_118,2.2574,0.852,7,paris,art,impressionist/20th/21st century art,0.68,4700000.0,2500000.0,9
65,c18910_119,0.9288,0.9288,5,paris,art,impressionist/20th/21st century art,0.64,1900000.0,2500000.0,8
66,c18910_12,0.785,0.785,2,paris,art,impressionist/20th/21st century art,0.7083333333333334,750000.0,1200000.0,3
67,c18910_121,0.8506153846153847,0.833,2,paris,art,impressionist/20th/21st century art,0.6923076923076923,4600000.0,6500000.0,4
68,c18910_123,1.368,1.296,2,paris,art,impressionist/20th/21st century art,0.7142857142857143,380000.0,350000.0,9
69,c18910_125,0.945,0.945,6,paris,art,impressionist/20th/21st century art,0.75,600000.0,800000.0,4
70,c18910_126,1.155,1.05,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,550000.0,600000.0,4
71,c18910_13,0.7615384615384615,0.7615384615384615,7,paris,art,impressionist/20th/21st century art,0.6923076923076923,790000.0,1300000.0,4
72,c18910_130,9.072,9.072,9,paris,art,impressionist/20th/21st century art,0.7,360000.0,50000.0,37
73,c18910_131,3.36,1.26,4,paris,art,impressionist/20th/21st century art,0.6666666666666666,400000.0,150000.0,14
74,c18910_132,1.386,1.386,6,paris,art,impressionist/20th/21st century art,0.7,110000.0,100000.0,10
75,c18910_134,2.6775,2.6775,2,paris,art,impressionist/20th/21st century art,0.75,85000.0,40000.0,14
76,c18910_135,1.071,1.071,5,paris,art,impressionist/20th/21st century art,0.75,170000.0,200000.0,9
77,c18910_140,1.435,1.385,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,1400000.0,1200000.0,15
78,c18910_141,0.7662857142857142,0.7662857142857142,2,paris,art,impressionist/20th/21st century art,0.7142857142857143,2200000.0,3500000.0,2
79,c18910_143,0.9,0.9,2,paris,art,impressionist/20th/21st century art,0.7142857142857143,500000.0,700000.0,3
80,c18910_15,1.302,1.302,7,paris,art,impressionist/20th/21st century art,0.6666666666666666,310000.0,300000.0,8
81,c18910_150,1.7325,1.7325,6,paris,art,impressionist/20th/21st century art,0.6666666666666666,165000.0,120000.0,17
82,c18910_153,0.4788,0.4788,2,paris,art,impressionist/20th/21st century art,0.6,190000.0,500000.0,1
83,c18910_154,0.672,0.63,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,32000.0,60000.0,3
84,c18910_155,0.7411764705882353,0.7411764705882353,2,paris,art,impressionist/20th/21st century art,0.7647058823529411,500000.0,850000.0,2
85,c18910_156,1.134,1.134,5,paris,art,impressionist/20th/21st century art,0.6,45000.0,50000.0,8
86,c18910_158,0.987,0.987,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,47000.0,60000.0,5
87,c18910_19,0.777,0.777,9,paris,art,impressionist/20th/21st century art,0.6666666666666666,370000.0,600000.0,5
88,c18910_2,0.84,0.84,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,120000.0,180000.0,3
89,c18910_20,1.1088,1.1088,3,paris,art,impressionist/20th/21st century art,0.72,220000.0,250000.0,9
90,c18910_21,0.735,0.735,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,350000.0,600000.0,4
91,c18910_23,1.19,1.19,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,170000.0,180000.0,9
92,c18910_24,1.62,1.62,5,paris,art,impressionist/20th/21st century art,0.7142857142857143,450000.0,350000.0,12
93,c18910_3,0.6872727272727273,0.6872727272727273,4,paris,art,impressionist/20th/21st century art,0.6363636363636364,300000.0,550000.0,2
94,c18910_30,0.546,0.546,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,260000.0,600000.0,5
95,c18910_5,1.388,1.388,4,paris,art,impressionist/20th/21st century art,0.7333333333333333,1700000.0,1500000.0,11
96,c18910_6,0.6768125,0.6768125,2,paris,art,impressionist/20th/21st century art,0.75,4500000.0,8000000.0,6
97,c18910_7,0.924,0.84,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,110000.0,150000.0,11
98,c18910_9,0.788,0.788,5,paris,art,impressionist/20th/21st century art,0.6,950000.0,1500000.0,6
99,c19783_1,0.84,0.798,2,london,art,impressionist/20th/21st century art,0.6666666666666666,100000.0,150000.0,6
100,c19783_15,1.884,1.764,7,london,art,impressionist/20th/21st century art,0.6,750000.0,500000.0,17
101,c19783_17,3.66,3.54,11,london,art,impressionist/20th/21st century art,0.6666666666666666,880000.0,300000.0,30
102,c19783_18,1.47,1.428,5,london,art,impressionist/20th/21st century art,0.6666666666666666,700000.0,600000.0,12
103,c19783_19,1.764,1.764,5,london,art,impressionist/20th/21st century art,0.6666666666666666,210000.0,150000.0,16
104,c19783_2,0.756,0.7056,2,london,art,impressionist/20th/21st century art,0.6,150000.0,250000.0,2
105,c19783_20,1.3104,1.2096,7,london,art,impressionist/20th/21st century art,0.6,260000.0,250000.0,11
106,c19783_21,1.26,1.176,3,london,art,impressionist/20th/21st century art,0.6666666666666666,150000.0,150000.0,7
107,c19783_22,0.756,0.70875,2,london,art,impressionist/20th/21st century art,0.625,480000.0,800000.0,3
108,c19783_23,0.8064,0.7812,2,london,art,impressionist/20th/21st century art,0.6,320000.0,500000.0,7
109,c19783_24,1.26,1.19,2,london,art,impressionist/20th/21st century art,0.6666666666666666,180000.0,180000.0,10
110,c19783_28,1.26,1.26,2,london,art,impressionist/20th/21st century art,0.6,500000.0,500000.0,10
111,c19783_3,3.804,3.684,9,london,art,impressionist/20th/21st century art,0.6,1550000.0,500000.0,35
112,c19783_31,1.6128,1.6128,4,london,art,impressionist/20th/21st century art,0.6,320000.0,250000.0,11
113,c19783_33,1.512,1.386,4,london,art,impressionist/20th/21st century art,0.6,600000.0,500000.0,15
114,c19783_34,1.2096,1.1088,7,london,art,impressionist/20th/21st century art,0.6,240000.0,250000.0,9
115,c19783_5,0.672,0.63,2,london,art,impressionist/20th/21st century art,0.6666666666666666,320000.0,600000.0,4
116,c19783_9,3.3218,3.276,12,london,art,impressionist/20th/21st century art,0.6,7000000.0,2500000.0,41
117,c19809_11,0.756,0.756,2,new york,art,impressionist/20th/21st century art,0.6,3100000.0,5000000.0,5
118,c19809_12,1.32,1.2857142857142858,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,3800000.0,3500000.0,13
119,c19809_13,0.5563636363636364,0.5563636363636364,3,new york,art,impressionist/20th/21st century art,0.6363636363636364,2500000.0,5500000.0,2
120,c19809_18,0.75725,0.75725,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,19500000.0,30000000.0,4
121,c19809_22,0.8804166666666666,0.8168055555555556,2,new york,art,impressionist/20th/21st century art,0.7777777777777778,13500000.0,18000000.0,7
122,c19809_24,1.2514285714285713,1.217142857142857,4,new york,art,impressionist/20th/21st century art,0.7142857142857143,3600000.0,3500000.0,15
123,c19809_25,0.82,0.82,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,2000000.0,3000000.0,2
124,c19809_30,0.56,0.55,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,2750000.0,6000000.0,3
125,c19809_31,1.3333333333333333,1.3,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,1950000.0,1800000.0,10
126,c19809_32,2.5385,0.861075,3,new york,art,impressionist/20th/21st century art,0.75,44000000.0,20000000.0,10
127,c19809_33,0.9765,0.9765,2,new york,art,impressionist/20th/21st century art,0.75,620000.0,800000.0,4
128,c19809_35,4.733055555555556,4.669444444444444,7,new york,art,impressionist/20th/21st century art,0.6666666666666666,7100000.0,1800000.0,43
129,c19809_39,0.99,0.99,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,550000.0,700000.0,4
130,c19809_41,0.9514285714285714,0.9342857142857143,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,5500000.0,7000000.0,17
131,c19809_42,2.65,2.65,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,1200000.0,24
132,c19809_43,1.33875,1.26,2,new york,art,impressionist/20th/21st century art,0.75,850000.0,800000.0,7
133,c19809_45,0.756,0.756,3,new york,art,impressionist/20th/21st century art,0.625,480000.0,800000.0,5
134,c19809_46,0.945,0.8925,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,900000.0,1200000.0,6
135,c19809_48,0.648,0.648,4,new york,art,impressionist/20th/21st century art,0.6,1300000.0,2500000.0,3
136,c19809_5,1.2514285714285713,1.2514285714285713,4,new york,art,impressionist/20th/21st century art,0.7142857142857143,3600000.0,3500000.0,12
137,c19809_50,1.53,1.53,4,new york,art,impressionist/20th/21st century art,0.75,2500000.0,2000000.0,14
138,c19809_7,2.04,2.04,7,new york,art,impressionist/20th/21st century art,0.7142857142857143,5900000.0,3500000.0,25
139,c19898_10,2.075,1.975,9,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,10000000.0,6000000.0,16
140,c19898_11,0.819,0.798,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,3900000.0,6000000.0,2
141,c19898_12,1.6058823529411765,1.535294117647059,5,hong kong,art,impressionist/20th/21st century art,0.6470588235294118,11000000.0,8500000.0,13
142,c19898_15,0.9928571428571429,0.9805892857142857,5,hong kong,art,impressionist/20th/21st century art,0.7857142857142857,240000000.0,280000000.0,8
143,c19898_16,0.81875,0.76875,4,hong kong,art,impressionist/20th/21st century art,0.625,16000000.0,24000000.0,5
144,c19898_17,1.26,1.1454545454545455,2,hong kong,art,impressionist/20th/21st century art,0.6363636363636364,5500000.0,5500000.0,8
145,c19898_18,0.6852592592592592,0.6598148148148149,2,hong kong,art,impressionist/20th/21st century art,0.7037037037037037,78000000.0,135000000.0,2
146,c19898_19,0.78425,0.755625,2,hong kong,art,impressionist/20th/21st century art,0.75,52000000.0,80000000.0,4
147,c19898_2,4.095,3.78,10,hong kong,art,impressionist/20th/21st century art,0.625,2600000.0,800000.0,24
148,c19898_21,0.83,0.79,2,hong kong,art,impressionist/20th/21st century art,0.5333333333333333,10000000.0,15000000.0,3
149,c19898_24,0.9163636363636364,0.8705454545454545,4,hong kong,art,impressionist/20th/21st century art,0.6909090909090909,4000000.0,5500000.0,4
150,c19898_25,1.638,1.5624,4,hong kong,art,impressionist/20th/21st century art,0.6,6500000.0,5000000.0,12
151,c19898_26,0.79,0.7709166666666667,3,hong kong,art,impressionist/20th/21st century art,0.8333333333333334,80000000.0,120000000.0,3
152,c19898_28,1.074,0.978,4,hong kong,art,impressionist/20th/21st century art,0.6,22000000.0,25000000.0,10
153,c19898_29,0.9916666666666667,0.9583333333333334,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,14500000.0,18000000.0,6
154,c19898_3,4.599,4.41,7,hong kong,art,impressionist/20th/21st century art,0.5,7300000.0,2000000.0,24
155,c19898_31,1.9375,1.8875,6,hong kong,art,impressionist/20th/21st century art,0.5,19000000.0,12000000.0,24
156,c19898_32,0.9375,0.8875,2,hong kong,art,impressionist/20th/21st century art,0.75,9000000.0,12000000.0,4
157,c19898_33,1.386,1.26,2,hong kong,art,impressionist/20th/21st century art,0.6,2200000.0,2000000.0,9
158,c19898_36,2.772,2.52,10,hong kong,art,impressionist/20th/21st century art,0.6,1100000.0,500000.0,19
159,c19898_37,2.52,2.394,6,hong kong,art,impressionist/20th/21st century art,0.6,4000000.0,2000000.0,17
160,c19898_38,1.1025,1.0725,8,hong kong,art,impressionist/20th/21st century art,0.75,18000000.0,20000000.0,17
161,c19898_39,1.335,1.295,7,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,33000000.0,30000000.0,13
162,c19898_4,1.4112,1.3104,2,hong kong,art,impressionist/20th/21st century art,0.6,2800000.0,2500000.0,5
163,c19898_40,0.9284210526315789,0.8621052631578947,3,hong kong,art,impressionist/20th/21st century art,0.6842105263157895,2800000.0,3800000.0,4
164,c19898_43,1.2165517241379311,1.173103448275862,7,hong kong,art,impressionist/20th/21st century art,0.6551724137931034,5600000.0,5800000.0,9
165,c19898_44,1.1088,1.0584,4,hong kong,art,impressionist/20th/21st century art,0.6,2200000.0,2500000.0,12
166,c19898_45,1.008,0.9,3,hong kong,art,impressionist/20th/21st century art,0.7142857142857143,2800000.0,3500000.0,3
167,c19898_47,0.9834146341463414,0.9680487804878048,2,hong kong,art,impressionist/20th/21st century art,0.7560975609756098,6400000.0,8200000.0,5
168,c19898_49,6.3,6.09,5,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,6000000.0,1200000.0,17
169,c19898_5,5.625,5.325,4,hong kong,art,impressionist/20th/21st century art,0.5,9000000.0,2000000.0,11
170,c19898_50,1.554,1.458,5,hong kong,art,impressionist/20th/21st century art,0.76,32000000.0,25000000.0,17
171,c19898_51,0.7853515625,0.740625,2,hong kong,art,impressionist/20th/21st century art,0.6875,85000000.0,128000000.0,3
172,c19898_52,1.055,1.015,9,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,26000000.0,30000000.0,9
173,c19898_53,1.1166666666666667,1.05,4,hong kong,art,impressionist/20th/21st century art,0.7222222222222222,8000000.0,9000000.0,5
174,c19898_57,3.15,2.9925,6,hong kong,art,impressionist/20th/21st century art,0.625,2000000.0,800000.0,19
175,c19898_6,1.47,1.43,6,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,18000000.0,15000000.0,12
176,c19898_60,2.394,2.205,4,hong kong,art,impressionist/20th/21st century art,0.5,3800000.0,2000000.0,18
177,c20000_1,2.3625,2.3625,3,new york,art,impressionist/20th/21st century art,0.75,150000.0,80000.0,13
178,c20000_10,1.7,1.7,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,4200000.0,3000000.0,18
179,c20000_11,1.8880555555555556,1.8244444444444445,5,new york,art,impressionist/20th/21st century art,0.7777777777777778,14500000.0,9000000.0,11
180,c20000_12,0.9214705882352942,0.9214705882352942,2,new york,art,impressionist/20th/21st century art,0.7647058823529411,6500000.0,8500000.0,5
181,c20000_154,0.91,0.89,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,4500000.0,6000000.0,4
182,c20000_17,0.93,0.87,2,new york,art,impressionist/20th/21st century art,0.75,1500000.0,2000000.0,3
183,c20000_19,1.48,1.48,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,1800000.0,1500000.0,9
184,c20000_2,3.192,3.192,6,new york,art,impressionist/20th/21st century art,0.6666666666666666,380000.0,150000.0,6
185,c20000_20,0.6933333333333334,0.6933333333333334,3,new york,art,impressionist/20th/21st century art,0.5555555555555556,2550000.0,4500000.0,6
186,c20000_22,0.61,0.61,6,new york,art,impressionist/20th/21st century art,0.5,3000000.0,6000000.0,4
187,c20000_24,0.748125,0.748125,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,7500000.0,12000000.0,5
188,c20000_26,0.81,0.81,5,new york,art,impressionist/20th/21st century art,0.7142857142857143,450000.0,700000.0,3
189,c20000_28,0.67,0.67,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,3300000.0,6000000.0,5
190,c20000_3,2.1,2.1,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,500000.0,300000.0,8
191,c20000_30,4.62,4.62,8,new york,art,impressionist/20th/21st century art,0.6666666666666666,220000.0,60000.0,25
192,c20000_31,0.84,0.84,2,new york,art,impressionist/20th/21st century art,0.6666666666666666,400000.0,600000.0,8
193,c20000_33,0.732,0.732,5,new york,art,impressionist/20th/21st century art,0.6,3000000.0,5000000.0,4
194,c20000_35,1.16,1.16,4,new york,art,impressionist/20th/21st century art,0.6666666666666666,1400000.0,1500000.0,5
195,c20000_36,0.945,0.945,2,new york,art,impressionist/20th/21st century art,0.7,750000.0,1000000.0,4
196,c20000_37,0.864,0.864,2,new york,art,impressionist/20th/21st century art,0.7142857142857143,480000.0,700000.0,2
197,c20000_38,0.81,0.81,3,new york,art,impressionist/20th/21st century art,0.75,1300000.0,2000000.0,1
198,c20000_39,5.0,5.0,6,new york,art,impressionist/20th/21st century art,0.6666666666666666,2450000.0,600000.0,24
199,c20000_4,1.26,1.26,2,new york,art,impressionist/20th/21st century art,0.6363636363636364,550000.0,550000.0,7
200,c20000_5,1.635,1.635,7,new york,art,impressionist/20th/21st century art,0.5,5400000.0,4000000.0,26
201,c20000_6,3.36,3.36,8,new york,art,impressionist/20th/21st century art,0.6666666666666666,800000.0,300000.0,19
202,c20000_7,1.008,1.008,5,new york,art,impressionist/20th/21st century art,0.6923076923076923,520000.0,650000.0,5
203,c20000_9,1.98,1.98,4,new york,art,impressionist/20th/21st century art,0.7,1600000.0,1000000.0,14
204,c20071_10,1.311,1.281,7,london,art,impressionist/20th/21st century art,0.75,2150000.0,2000000.0,10
205,c20071_11,0.8592142857142857,0.8592142857142857,3,london,art,impressionist/20th/21st century art,0.7142857142857143,5000000.0,7000000.0,9
206,c20071_13,2.108,2.108,7,london,art,impressionist/20th/21st century art,0.8666666666666667,2600000.0,1500000.0,15
207,c20071_14,0.835,0.835,3,london,art,impressionist/20th/21st century art,0.6666666666666666,800000.0,1200000.0,3
208,c20071_17,1.29,1.2233333333333334,4,london,art,impressionist/20th/21st century art,0.6666666666666666,1900000.0,1800000.0,8
209,c20071_19,0.9566666666666667,0.89,2,london,art,impressionist/20th/21st century art,0.6666666666666666,1400000.0,1800000.0,6
210,c20071_2,1.26,1.26,2,london,art,impressionist/20th/21st century art,0.75,200000.0,200000.0,6
211,c20071_20,1.5528,1.5528,10,london,art,impressionist/20th/21st century art,0.6,3200000.0,2500000.0,12
212,c20071_21,1.296,1.296,7,london,art,impressionist/20th/21st century art,0.7142857142857143,360000.0,350000.0,6
213,c20071_22,1.435,1.435,11,london,art,impressionist/20th/21st century art,0.6666666666666666,1400000.0,1200000.0,13
214,c20071_23,0.9034285714285715,0.9034285714285715,3,london,art,impressionist/20th/21st century art,0.7142857142857143,2600000.0,3500000.0,6
215,c20071_24,0.7566666666666667,0.7566666666666667,2,london,art,impressionist/20th/21st century art,0.6666666666666666,1100000.0,1800000.0,2
216,c20071_25,0.9,0.9,3,london,art,impressionist/20th/21st century art,0.7142857142857143,500000.0,700000.0,2
217,c20071_26,1.722,1.722,9,london,art,impressionist/20th/21st century art,0.7,1400000.0,1000000.0,16
218,c20071_3,0.792,0.72,2,london,art,impressionist/20th/21st century art,0.7142857142857143,220000.0,350000.0,2
219,c20071_32,1.108235294117647,1.0376470588235294,4,london,art,impressionist/20th/21st century art,0.7647058823529411,750000.0,850000.0,4
220,c20071_33,1.9457142857142857,1.9457142857142857,8,london,art,impressionist/20th/21st century art,0.7142857142857143,1100000.0,700000.0,13
221,c20071_34,1.485,1.485,8,london,art,impressionist/20th/21st century art,0.7857142857142857,330000.0,280000.0,8
222,c20071_35,0.648,0.648,2,london,art,impressionist/20th/21st century art,0.7142857142857143,180000.0,350000.0,1
223,c20071_36,1.116,1.116,8,london,art,impressionist/20th/21st century art,0.7142857142857143,310000.0,350000.0,9
224,c20071_37,0.861,0.861,3,london,art,impressionist/20th/21st century art,0.6666666666666666,410000.0,600000.0,3
225,c20071_38,0.945,0.945,2,london,art,impressionist/20th/21st century art,0.75,600000.0,800000.0,2
226,c20071_4,3.99,3.99,5,london,art,impressionist/20th/21st century art,0.6666666666666666,95000.0,30000.0,13
227,c20071_5,7.35,7.35,9,london,art,impressionist/20th/21st century art,0.6666666666666666,350000.0,60000.0,15
228,c20071_7,1.6632,1.6632,5,london,art,impressionist/20th/21st century art,0.6,660000.0,500000.0,17
229,c20071_8,1.008,1.008,4,london,art,impressionist/20th/21st century art,0.6666666666666666,480000.0,600000.0,4
230,c20071_9,4.925666666666666,4.925666666666666,18,london,art,impressionist/20th/21st century art,0.6666666666666666,6200000.0,1500000.0,50
231,c20095_1,7.56,6.93,2,new york,art,impressionist/20th/21st century art,0.75,240000.0,40000.0,15
232,c20095_12,1.06,1.04,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,3000000.0,12
233,c20095_13,1.08,1.04,3,new york,art,impressionist/20th/21st century art,0.6666666666666666,1300000.0,1500000.0,12
234,c20095_14,1.386,1.26,4,new york,art,impressionist/20th/21st century art,0.6,550000.0,500000.0,11
