auction_ID,lot,num_uniq_bidders,uniq_bidders
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1011,2,"[frozenset({'caitlyn'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1012,3,"[frozenset({'yuki rashika'}), frozenset({'yours justine'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1013,1,"[frozenset({'online bidder', 'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1014,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1015,3,"[frozenset({'online bidder', 'online'}), frozenset({'justina', 'justine'}), frozenset({'rishiki', 'rashiki'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1016,3,"[frozenset({'online bidder', 'online'}), frozenset({'justina'}), frozenset({'rishiki', 'rashiki'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1017,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1018,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1019,5,"[frozenset({'patty'}), frozenset({'rashik', 'rashikas'}), frozenset({'phillips'}), frozenset({'felix'}), frozenset({'nicholas'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1020,4,"[frozenset({'yuki'}), frozenset({'tiffany'}), frozenset({'sir'}), frozenset({'joyce'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1021,3,"[frozenset({'justina'}), frozenset({'max'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1022,3,"[frozenset({""patty patty wong's"", 'patty', ""patty wong's""}), frozenset({'alex branchek', 'alex branchack'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1023,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1024,2,"[frozenset({'ingrid'}), frozenset({'justina'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1025,1,[frozenset({'simon'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1026,2,"[frozenset({'felix one'}), frozenset({'gaby justina'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1027,5,"[frozenset({'sir', 'shirley'}), frozenset({'online bidder', 'online'}), frozenset({'felix'}), frozenset({'brooks'}), frozenset({'brooke lampley', 'lampley'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1028,5,"[frozenset({'justina', 'justine', 'christina'}), frozenset({'ali'}), frozenset({'alex yeah', 'alex bidder', 'alex'}), frozenset({'simon'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1029,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1030,2,"[frozenset({'justina', 'justine'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1031,3,"[frozenset({'sharon kim', 'sharon'}), frozenset({'online bidder', 'online'}), frozenset({'eugene'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1032,1,[frozenset({'online'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1033,3,"[frozenset({'yuki', 'choi', 'yuki choi'}), frozenset({'online bidder', 'online'}), frozenset({'rashika', 'rushika'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1034,1,[frozenset({'salty caitlin'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1036,3,"[frozenset({'felix'}), frozenset({'justina one'}), frozenset({'carrie lee'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1037,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1038,1,[frozenset({'patty'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1039,1,[frozenset({'online'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1040,3,"[frozenset({'rashika'}), frozenset({'online'}), frozenset({'joyce'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1041,3,"[frozenset({'patty'}), frozenset({'josephine yes', 'josephine cece'}), frozenset({'online bidder', 'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1042,3,"[frozenset({'patty'}), frozenset({'fusaku'}), frozenset({'alex yeah'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1043,4,"[frozenset({'alex again', 'alex'}), frozenset({'bashar'}), frozenset({'patty', 'patty wong'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1044,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1045,1,"[frozenset({'online bidder', 'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1046,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1047,2,"[frozenset({'online bidder', 'online'}), frozenset({'milton'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1800,3,"[frozenset({'patty'}), frozenset({'sebastian'}), frozenset({'wenhau'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1101,7,"[frozenset({'yuki yes', 'yuki'}), frozenset({'max moore', 'max', 'max moore one million', 'moore'}), frozenset({'david galprin'}), frozenset({'fiona'}), frozenset({'alex', 'alex you'}), frozenset({'online'}), frozenset({'sir'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1102,5,"[frozenset({'max moore', 'max'}), frozenset({'christina'}), frozenset({'alex branch', 'alex branchick', 'alex one million', 'alex are', 'alex branchek', 'alex', 'branchek', 'alex you'}), frozenset({'sharon'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1103,2,"[frozenset({'christine', 'christina'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1104,4,"[frozenset({'max moore', 'moore'}), frozenset({'online bidder', 'online'}), frozenset({'shirley'}), frozenset({'gianni'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1105,4,"[frozenset({'online bidder', 'online'}), frozenset({'haley', 'london hayley', 'hayley'}), frozenset({'debbie'}), frozenset({'brooke brooks', 'brooke lampley', 'brooke', 'brooke lampley seven two'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1106,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1108,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1109,5,"[frozenset({'online bidder', 'online'}), frozenset({'shirley'}), frozenset({'milton'}), frozenset({'nathan'}), frozenset({'nicholas'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1110,1,"[frozenset({'nick buckley', 'nick buckleywood', 'nick buckley wood', 'nicholas nick'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1111,3,"[frozenset({'shay'}), frozenset({'nicolas chow'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1112,2,"[frozenset({'nicolas chow'}), frozenset({'alex branchick'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1113,2,"[frozenset({'online bidder', 'online'}), frozenset({'fiona'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1114,2,"[frozenset({'alex'}), frozenset({'max'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1115,1,"[frozenset({'max moore', 'max'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1116,2,"[frozenset({'patty'}), frozenset({'tom'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1117,2,"[frozenset({'brooke', 'brook'}), frozenset({'nick nick buckley wood', 'nick buckley', 'buckley wood', 'nick buckley wood'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1118,1,"[frozenset({""alex it's"", 'alex no'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1119,2,"[frozenset({'max'}), frozenset({'christina', 'chris christina'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1120,1,[frozenset({'anderson'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1121,2,"[frozenset({'brad', 'alex yes no', 'alex', 'alex yes', 'alex brad'}), frozenset({'max'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1122,1,"[frozenset({'branchek', 'alex branchek'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1123,2,"[frozenset({'debbie'}), frozenset({'james'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1124,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1125,2,"[frozenset({'eugene'}), frozenset({'fiona'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1126,1,"[frozenset({'david galprin', 'david galperin'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1127,1,[frozenset({'robert ellis'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1128,3,"[frozenset({'alex branchek'}), frozenset({'shakespeare'}), frozenset({'christina'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1129,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1130,3,"[frozenset({'online bidder', 'online'}), frozenset({'shirley'}), frozenset({'debbie'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1131,1,[frozenset({'caitlyn'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1132,1,[frozenset({'caitlyn'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1133,3,"[frozenset({'jen'}), frozenset({'haley'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1134,3,"[frozenset({'mill juden'}), frozenset({'online bidder', 'online'}), frozenset({'gen hua', 'eugene'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1135,4,"[frozenset({'josephine'}), frozenset({'online bidder', 'online'}), frozenset({'rashika'}), frozenset({'caitlyn'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1136,1,[frozenset({'charlie'})]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1137,1,"[frozenset({'online bidder', 'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1138,4,"[frozenset({'online bidder', 'online'}), frozenset({'yuki'}), frozenset({'sako'}), frozenset({'zaka'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1139,6,"[frozenset({'sharon', ""sharon king's""}), frozenset({'max moore six million', 'max'}), frozenset({'whitney'}), frozenset({'online bidder', 'online'}), frozenset({'gregoire'}), frozenset({'david galprin', 'david trader', 'david schrader', 'galprin', 'david schroeder', 'schrader', 'david galperin', 'david'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1140,5,"[frozenset({'max', 'max moore nine million five hundred thousand'}), frozenset({'online bidder', 'online'}), frozenset({'caitlin'}), frozenset({'carrie lee'}), frozenset({'justina'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1141,0,[]
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1142,2,"[frozenset({'branchek', 'alex branchek', 'alex holding', 'alex'}), frozenset({'online bidder', 'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1143,3,"[frozenset({'julian'}), frozenset({'max'}), frozenset({'tommy london', 'tom tom'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1144,2,"[frozenset({'online bidder', 'online'}), frozenset({'gregor', 'gregoire'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1145,1,"[frozenset({'jonas', 'jonas wood'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1146,2,"[frozenset({'christina'}), frozenset({'debbie'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1147,2,"[frozenset({'mcdonald', 'peter mcdonald'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1148,3,"[frozenset({'online bidder', 'yoni', 'online'}), frozenset({'dudi'}), frozenset({'miyuki'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1149,4,"[frozenset({'lee'}), frozenset({'max'}), frozenset({'online'}), frozenset({'joyce'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1151,3,"[frozenset({'brooke lampley', 'brooke'}), frozenset({'jem'}), frozenset({'alex branchek', 'alex'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1154,2,"[frozenset({'ingrid'}), frozenset({'debbie'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1155,3,"[frozenset({'shay'}), frozenset({'christina'}), frozenset({'online'})]"
s1_16_modern-art-evening-sale_contemporary-art-evening-sale,1156,2,"[frozenset({'christine', 'christina', 'shushawan', 'shushawan christine'}), frozenset({'max'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,1,1,"[frozenset({'online bidder', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,2,3,"[frozenset({'k-11'}), frozenset({'online'}), frozenset({'joyce'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,3,9,"[frozenset({'johnny'}), frozenset({'william five'}), frozenset({'dudu'}), frozenset({'kian', 'kien'}), frozenset({'doo doo joyce yani', 'joyce yani', 'joyce'}), frozenset({'yoni'}), frozenset({'felix'}), frozenset({'patty', 'patsy'}), frozenset({'jessica'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,4,5,"[frozenset({'marshawn yes'}), frozenset({'ingrid'}), frozenset({'gregoire'}), frozenset({'felix'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,5,5,"[frozenset({'online bidder', 'online'}), frozenset({'carrie', 'carrie gregoire', 'gregoire'}), frozenset({'michelle'}), frozenset({'campbell'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,6,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,7,5,"[frozenset({'galbia'}), frozenset({'nachos yani'}), frozenset({'richard prince'}), frozenset({'gregoire'}), frozenset({'johnny', 'johnny yes'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,8,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,9,1,"[frozenset({'online bidder', 'yoni', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,10,1,"[frozenset({'lee', 'lee n', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,11,4,"[frozenset({'yuki'}), frozenset({'fiona'}), frozenset({'online'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,12,3,"[frozenset({'yoni'}), frozenset({'carrie'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,13,2,"[frozenset({'heather'}), frozenset({'online bidder', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,14,1,[frozenset({'fiona'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,15,3,"[frozenset({'patty'}), frozenset({'johnny'}), frozenset({'nicholas'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,16,2,"[frozenset({'jessica'}), frozenset({'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,17,1,"[frozenset({'michelle', 'jessica', 'jessica michelle'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,18,1,[frozenset({'yoni'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,19,1,[frozenset({'kelsey'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,20,1,[frozenset({'yuki teresa'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,21,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,22,2,"[frozenset({'dana'}), frozenset({'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,23,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,24,2,"[frozenset({'ingrid'}), frozenset({'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,26,4,"[frozenset({'elsewhere yuki', 'yuki'}), frozenset({'patty'}), frozenset({'johnny'}), frozenset({'yani'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,27,1,[frozenset({'johnny'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,28,1,"[frozenset({'online bidder', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,29,2,"[frozenset({'alex branchek'}), frozenset({'brad bentoff'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,30,2,"[frozenset({'yoni', 'online'}), frozenset({'johnny'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,31,1,[frozenset({'online'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,32,1,[frozenset({'jessica'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,33,4,"[frozenset({'ingrid'}), frozenset({'thomas chan'}), frozenset({'yoni'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,34,1,[frozenset({'michelle'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,35,2,"[frozenset({'online'}), frozenset({'jimmy two'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,36,5,"[frozenset({'dudu'}), frozenset({'yani'}), frozenset({'brad'}), frozenset({'online'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,37,1,"[frozenset({'online bidder', 'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,38,4,"[frozenset({'martinez'}), frozenset({'julian schnabel'}), frozenset({'online'}), frozenset({'sir'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,39,2,"[frozenset({'nicholas', 'nicholas kelsey', 'kelsey', 'nicholas ciao'}), frozenset({'yuki torres', 'yuki therese', 'yuki', 'yuki torreira', ""yuki torreira's""})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,40,4,"[frozenset({'gianni'}), frozenset({'yoni'}), frozenset({'yuki'}), frozenset({'jessica lee', 'jessica'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,41,1,[frozenset({'yoni'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,42,1,[frozenset({'yuki'})]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,43,3,"[frozenset({'yuki'}), frozenset({'jessica lee', 'jessica'}), frozenset({'rashika'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,44,2,"[frozenset({'felix yes', 'felix'}), frozenset({'online'})]"
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,45,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,46,0,[]
s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,47,2,"[frozenset({'online bidder', 'online'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,1,7,"[frozenset({'david schrader', 'david schroeder', 'david'}), frozenset({'isabella'}), frozenset({'alex sherry'}), frozenset({'brooke lampley', 'brooke'}), frozenset({'madam'}), frozenset({'online'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,2,4,"[frozenset({'simon stark'}), frozenset({'online bidder', 'online'}), frozenset({'gregoire'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,3,10,"[frozenset({'caroline', 'caroline langback', 'online', 'caroline lang'}), frozenset({'william'}), frozenset({'charlotte'}), frozenset({'telephone'}), frozenset({'david let', 'david gaffrey', 'david rothschild', 'david', 'dave rothschild'}), frozenset({'brooke'}), frozenset({'alex give', 'alex branchick', 'alex'}), frozenset({'madam'}), frozenset({'mike'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,4,6,"[frozenset({'katie'}), frozenset({'ferguson', 'fergus'}), frozenset({'telephone'}), frozenset({'jim'}), frozenset({'madam'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,5,5,"[frozenset({'rafaela blanca', 'emma baker', 'james b', 'james francis'}), frozenset({'van der', 'charlotte van der', 'charlotte', 'charlotte van der kirk', 'van der kirk'}), frozenset({'sean'}), frozenset({'raffi', 'rafi'}), frozenset({'sir'})]"
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,6,1,[frozenset({'isabelle parker'})]
s1_02_the-now-evening-auction_modern-contemporary-evening-auction,7,5,"[frozenset({'ferguson', 'fergus'}), frozenset({'charlotte van der kirk', 'charlotte'}), frozenset({'telephone'}), frozenset({""robbie williams's"", 'robbie williams'}), frozenset({'sir'})]"
