index,Unnamed: 0,auction_ID,lot,lot_name,low_estimate,high_estimate,estimate_currency,final_price,bid,bid_currency,time,global_ID,bid_rel
3,3,s1_00_modern-evening-auction?locale=en_,1,Jean Arp Nu floral,400000.0,600000.0,USD,552400.0,440000.0,USD,130620.0,s1_00_modern-evening-auction?locale=en_1Jean Arp Nu floral,0.88
2,2,s1_00_modern-evening-auction?locale=en_,1,Jean Arp Nu floral,400000.0,600000.0,USD,552400.0,420000.0,USD,130200.0,s1_00_modern-evening-auction?locale=en_1Jean Arp Nu floral,0.84
6,6,s1_00_modern-evening-auction?locale=en_,2,Enrico Donati Spaziale fiorito,600000.0,800000.0,USD,867000.0,700000.0,USD,132720.0,s1_00_modern-evening-auction?locale=en_2Enrico Donati Spaziale fiorito,1.0
5,5,s1_00_modern-evening-auction?locale=en_,2,Enrico Donati Spaziale fiorito,600000.0,800000.0,USD,867000.0,680000.0,USD,132570.0,s1_00_modern-evening-auction?locale=en_2Enrico Donati Spaziale fiorito,0.9714285714285714
14,14,s1_00_modern-evening-auction?locale=en_,3,Norman Lewis Snow in the City,800000.0,1200000.0,USD,1411500.0,1150000.0,USD,137295.0,s1_00_modern-evening-auction?locale=en_3Norman Lewis Snow in the City,1.15
13,13,s1_00_modern-evening-auction?locale=en_,3,Norman Lewis Snow in the City,800000.0,1200000.0,USD,1411500.0,1100000.0,USD,136605.0,s1_00_modern-evening-auction?locale=en_3Norman Lewis Snow in the City,1.1
41,41,s1_00_modern-evening-auction?locale=en_,4,Georgia O'Keeffe Pink Spotted Lily,3000000.0,5000000.0,USD,6813300.0,5700000.0,USD,145845.0,s1_00_modern-evening-auction?locale=en_4Georgia O'Keeffe Pink Spotted Lily,1.425
40,40,s1_00_modern-evening-auction?locale=en_,4,Georgia O'Keeffe Pink Spotted Lily,3000000.0,5000000.0,USD,6813300.0,5650000.0,USD,145350.0,s1_00_modern-evening-auction?locale=en_4Georgia O'Keeffe Pink Spotted Lily,1.4125
42,42,s1_00_modern-evening-auction?locale=en_,5,René Magritte Le Droit chemin,7000000.0,9000000.0,USD,7502700.0,6300000.0,USD,147840.0,s1_00_modern-evening-auction?locale=en_5René Magritte Le Droit chemin,0.7875
71,71,s1_00_modern-evening-auction?locale=en_,6,Pablo Picasso La Chouette,1000000.0,1500000.0,USD,3892000.0,3200000.0,,159690.0,s1_00_modern-evening-auction?locale=en_6Pablo Picasso La Chouette,2.56
70,70,s1_00_modern-evening-auction?locale=en_,6,Pablo Picasso La Chouette,1000000.0,1500000.0,USD,3892000.0,3150000.0,USD,159240.0,s1_00_modern-evening-auction?locale=en_6Pablo Picasso La Chouette,2.52
84,84,s1_00_modern-evening-auction?locale=en_,7,Alexander Calder Mr. J,500000.0,700000.0,USD,1078750.0,875000.0,USD,165855.0,s1_00_modern-evening-auction?locale=en_7Alexander Calder Mr. J,1.4583333333333333
83,83,s1_00_modern-evening-auction?locale=en_,7,Alexander Calder Mr. J,500000.0,700000.0,USD,1078750.0,850000.0,USD,165375.0,s1_00_modern-evening-auction?locale=en_7Alexander Calder Mr. J,1.4166666666666667
151,151,s1_00_modern-evening-auction?locale=en_,9,Alexander Calder Untitled,10000000.0,15000000.0,USD,19682100.0,16900000.0,USD,187125.0,s1_00_modern-evening-auction?locale=en_9Alexander Calder Untitled,1.352
150,150,s1_00_modern-evening-auction?locale=en_,9,Alexander Calder Untitled,10000000.0,15000000.0,USD,19682100.0,16800000.0,USD,186870.0,s1_00_modern-evening-auction?locale=en_9Alexander Calder Untitled,1.344
200,200,s1_00_modern-evening-auction?locale=en_,10,"Pierre Soulages Peinture 195 x 130 cm, 4 août 1961",8000000.0,12000000.0,USD,20141700.0,17300000.0,USD,203925.0,"s1_00_modern-evening-auction?locale=en_10Pierre Soulages Peinture 195 x 130 cm, 4 août 1961",1.73
199,199,s1_00_modern-evening-auction?locale=en_,10,"Pierre Soulages Peinture 195 x 130 cm, 4 août 1961",8000000.0,12000000.0,USD,20141700.0,17250000.0,USD,203670.0,"s1_00_modern-evening-auction?locale=en_10Pierre Soulages Peinture 195 x 130 cm, 4 août 1961",1.725
201,201,s1_00_modern-evening-auction?locale=en_,11,Leonora Carrington Sueño (Nephesh as the Soul in a State of Sleep),1500000.0,2500000.0,USD,1835000.0,1500000.0,USD,206070.0,s1_00_modern-evening-auction?locale=en_11Leonora Carrington Sueño (Nephesh as the Soul in a State of Sleep),0.75
202,202,s1_00_modern-evening-auction?locale=en_,12,Frida Kahlo Diego y yo,30000000.0,50000000.0,USD,34883000.0,31000000.0,USD,208500.0,s1_00_modern-evening-auction?locale=en_12Frida Kahlo Diego y yo,0.775
213,213,s1_00_modern-evening-auction?locale=en_,13,"Remedios Varo Les Feuilles mortes (Les heures mortes, El hilo)",1500000.0,2000000.0,USD,2682000.0,2200000.0,USD,214620.0,"s1_00_modern-evening-auction?locale=en_13Remedios Varo Les Feuilles mortes (Les heures mortes, El hilo)",1.2571428571428571
212,212,s1_00_modern-evening-auction?locale=en_,13,"Remedios Varo Les Feuilles mortes (Les heures mortes, El hilo)",1500000.0,2000000.0,USD,2682000.0,2150000.0,USD,214290.0,"s1_00_modern-evening-auction?locale=en_13Remedios Varo Les Feuilles mortes (Les heures mortes, El hilo)",1.2285714285714286
226,226,s1_00_modern-evening-auction?locale=en_,14,Leonor Fini Les Aveugles,200000.0,300000.0,USD,867000.0,700000.0,USD,220125.0,s1_00_modern-evening-auction?locale=en_14Leonor Fini Les Aveugles,2.8
225,225,s1_00_modern-evening-auction?locale=en_,14,Leonor Fini Les Aveugles,200000.0,300000.0,USD,867000.0,675000.0,USD,219870.0,s1_00_modern-evening-auction?locale=en_14Leonor Fini Les Aveugles,2.7
273,273,s1_00_modern-evening-auction?locale=en_,15,Salvador Dalí L'Àngelus,4000000.0,6000000.0,USD,10719900.0,9100000.0,USD,232035.0,s1_00_modern-evening-auction?locale=en_15Salvador Dalí L'Àngelus,1.82
272,272,s1_00_modern-evening-auction?locale=en_,15,Salvador Dalí L'Àngelus,4000000.0,6000000.0,USD,10719900.0,9000000.0,USD,231765.0,s1_00_modern-evening-auction?locale=en_15Salvador Dalí L'Àngelus,1.8
294,294,s1_00_modern-evening-auction?locale=en_,16,Edvard Munch Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),2000000.0,3000000.0,USD,5319600.0,4400000.0,USD,238995.0,s1_00_modern-evening-auction?locale=en_16Edvard Munch Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),1.76
293,293,s1_00_modern-evening-auction?locale=en_,16,Edvard Munch Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),2000000.0,3000000.0,USD,5319600.0,4300000.0,USD,238785.0,s1_00_modern-evening-auction?locale=en_16Edvard Munch Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),1.72
296,296,s1_00_modern-evening-auction?locale=en_,17,Franz Marc Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),4000000.0,6000000.0,USD,4860000.0,4000000.0,USD,240975.0,s1_00_modern-evening-auction?locale=en_17Franz Marc Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),0.8
295,295,s1_00_modern-evening-auction?locale=en_,17,Franz Marc Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),4000000.0,6000000.0,USD,4860000.0,3900000.0,USD,240840.0,s1_00_modern-evening-auction?locale=en_17Franz Marc Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),0.78
297,297,s1_00_modern-evening-auction?locale=en_,18,Ernst Ludwig Kirchner Grosses Schererportrait (Der Maler; Zeichnender Maler; Grünes Selbstbildnis vor Landschaft),2500000.0,3500000.0,USD,2925000.0,2500000.0,USD,243255.0,s1_00_modern-evening-auction?locale=en_18Ernst Ludwig Kirchner Grosses Schererportrait (Der Maler; Zeichnender Maler; Grünes Selbstbildnis vor Landschaft),0.8333333333333334
298,298,s1_00_modern-evening-auction?locale=en_,19,Kees van Dongen La Célèbre Fatima et sa troupe,4000000.0,6000000.0,USD,3650000.0,3000000.0,USD,245730.0,s1_00_modern-evening-auction?locale=en_19Kees van Dongen La Célèbre Fatima et sa troupe,0.6
299,299,s1_00_modern-evening-auction?locale=en_,20,Jacques Lipchitz La Rencontre,1200000.0,1800000.0,USD,1351000.0,1100000.0,USD,247425.0,s1_00_modern-evening-auction?locale=en_20Jacques Lipchitz La Rencontre,0.7333333333333333
309,309,s1_00_modern-evening-auction?locale=en_,22,Alexander Calder Thirty Inches of Red,2000000.0,3000000.0,USD,3287000.0,2700000.0,USD,251985.0,s1_00_modern-evening-auction?locale=en_22Alexander Calder Thirty Inches of Red,1.08
308,308,s1_00_modern-evening-auction?locale=en_,22,Alexander Calder Thirty Inches of Red,2000000.0,3000000.0,USD,3287000.0,2600000.0,USD,251910.0,s1_00_modern-evening-auction?locale=en_22Alexander Calder Thirty Inches of Red,1.04
335,335,s1_00_modern-evening-auction?locale=en_,23,Joan Miró Portrait d'une jeune fille,2500000.0,3500000.0,USD,6009000.0,5000000.0,USD,260850.0,s1_00_modern-evening-auction?locale=en_23Joan Miró Portrait d'une jeune fille,1.6666666666666667
334,334,s1_00_modern-evening-auction?locale=en_,23,Joan Miró Portrait d'une jeune fille,2500000.0,3500000.0,USD,6009000.0,4900000.0,USD,260685.0,s1_00_modern-evening-auction?locale=en_23Joan Miró Portrait d'une jeune fille,1.6333333333333333
345,345,s1_00_modern-evening-auction?locale=en_,24,Richard Diebenkorn Berkeley #6,3000000.0,4000000.0,USD,5089800.0,4200000.0,USD,264525.0,s1_00_modern-evening-auction?locale=en_24Richard Diebenkorn Berkeley #6,1.2
344,344,s1_00_modern-evening-auction?locale=en_,24,Richard Diebenkorn Berkeley #6,3000000.0,4000000.0,USD,5089800.0,4100000.0,USD,264360.0,s1_00_modern-evening-auction?locale=en_24Richard Diebenkorn Berkeley #6,1.1714285714285715
347,347,s1_00_modern-evening-auction?locale=en_,25,Lee Krasner Vigil,4500000.0,6500000.0,USD,5549400.0,4600000.0,USD,266430.0,s1_00_modern-evening-auction?locale=en_25Lee Krasner Vigil,0.8363636363636363
348,348,s1_00_modern-evening-auction?locale=en_,26,Claude Monet Coin du bassin aux nymphéas,,,,50820000.0,40000000.0,USD,269235.0,s1_00_modern-evening-auction?locale=en_26Claude Monet Coin du bassin aux nymphéas,
349,349,s1_00_modern-evening-auction?locale=en_,26,Claude Monet Coin du bassin aux nymphéas,,,,50820000.0,42000000.0,USD,269325.0,s1_00_modern-evening-auction?locale=en_26Claude Monet Coin du bassin aux nymphéas,
355,355,s1_00_modern-evening-auction?locale=en_,28,Wifredo Lam Reflets d'eau,1500000.0,2500000.0,USD,1351000.0,1100000.0,USD,277170.0,s1_00_modern-evening-auction?locale=en_28Wifredo Lam Reflets d'eau,0.55
354,354,s1_00_modern-evening-auction?locale=en_,28,Wifredo Lam Reflets d'eau,1500000.0,2500000.0,USD,1351000.0,100000.0,USD,277095.0,s1_00_modern-evening-auction?locale=en_28Wifredo Lam Reflets d'eau,0.05
361,361,s1_00_modern-evening-auction?locale=en_,29,Joaquín Torres-García Composición constructiva de estructura coloreada | 《建築構造圖》,700000.0,900000.0,USD,1230000.0,1000000.0,USD,279600.0,s1_00_modern-evening-auction?locale=en_29Joaquín Torres-García Composición constructiva de estructura coloreada | 《建築構造圖》,1.25
360,360,s1_00_modern-evening-auction?locale=en_,29,Joaquín Torres-García Composición constructiva de estructura coloreada | 《建築構造圖》,700000.0,900000.0,USD,1230000.0,950000.0,USD,279540.0,s1_00_modern-evening-auction?locale=en_29Joaquín Torres-García Composición constructiva de estructura coloreada | 《建築構造圖》,1.1875
374,374,s1_00_modern-evening-auction?locale=en_,30,Diego Rivera Nature morte aux trois citrons jaunes,1800000.0,2500000.0,USD,3287000.0,2700000.0,USD,284550.0,s1_00_modern-evening-auction?locale=en_30Diego Rivera Nature morte aux trois citrons jaunes,1.255813953488372
373,373,s1_00_modern-evening-auction?locale=en_,30,Diego Rivera Nature morte aux trois citrons jaunes,1800000.0,2500000.0,USD,3287000.0,2600000.0,USD,284160.0,s1_00_modern-evening-auction?locale=en_30Diego Rivera Nature morte aux trois citrons jaunes,1.2093023255813953
375,375,s1_00_modern-evening-auction?locale=en_,31,Armando Reverón Figura bajo un uvero,250000.0,350000.0,USD,378000.0,300000.0,USD,286605.0,s1_00_modern-evening-auction?locale=en_31Armando Reverón Figura bajo un uvero,1.0
387,387,s1_00_modern-evening-auction?locale=en_,32,Claude Monet Antibes vue de la Salis,10000000.0,15000000.0,USD,13342400.0,11600000.0,USD,292620.0,s1_00_modern-evening-auction?locale=en_32Claude Monet Antibes vue de la Salis,0.928
386,386,s1_00_modern-evening-auction?locale=en_,32,Claude Monet Antibes vue de la Salis,10000000.0,15000000.0,USD,13342400.0,11500000.0,USD,292155.0,s1_00_modern-evening-auction?locale=en_32Claude Monet Antibes vue de la Salis,0.92
436,436,s1_00_modern-evening-auction?locale=en_,33,Pierre-Auguste Renoir Jeune fille à la corbeille de fleurs,6000000.0,8000000.0,USD,12903000.0,11000000.0,USD,302625.0,s1_00_modern-evening-auction?locale=en_33Pierre-Auguste Renoir Jeune fille à la corbeille de fleurs,1.5714285714285714
435,435,s1_00_modern-evening-auction?locale=en_,33,Pierre-Auguste Renoir Jeune fille à la corbeille de fleurs,6000000.0,8000000.0,USD,12903000.0,10900000.0,USD,302355.0,s1_00_modern-evening-auction?locale=en_33Pierre-Auguste Renoir Jeune fille à la corbeille de fleurs,1.5571428571428572
442,442,s1_00_modern-evening-auction?locale=en_,34,"Alfred Sisley Jour de brouillard sur la Seine, Saint-Mammès",1500000.0,2500000.0,USD,2016500.0,1650000.0,USD,305415.0,"s1_00_modern-evening-auction?locale=en_34Alfred Sisley Jour de brouillard sur la Seine, Saint-Mammès",0.825
441,441,s1_00_modern-evening-auction?locale=en_,34,"Alfred Sisley Jour de brouillard sur la Seine, Saint-Mammès",1500000.0,2500000.0,USD,2016500.0,1600000.0,USD,304890.0,"s1_00_modern-evening-auction?locale=en_34Alfred Sisley Jour de brouillard sur la Seine, Saint-Mammès",0.8
443,443,s1_00_modern-evening-auction?locale=en_,35,"Claude Monet La Berge à Lavacourt, neige",2500000.0,3500000.0,USD,3045000.0,2500000.0,USD,307110.0,"s1_00_modern-evening-auction?locale=en_35Claude Monet La Berge à Lavacourt, neige",0.8333333333333334
458,458,s1_00_modern-evening-auction?locale=en_,36,Claude Monet Saules au soleil couchant,5000000.0,7000000.0,USD,8996400.0,7800000.0,USD,313080.0,s1_00_modern-evening-auction?locale=en_36Claude Monet Saules au soleil couchant,1.3
459,459,s1_00_modern-evening-auction?locale=en_,36,Claude Monet Saules au soleil couchant,5000000.0,7000000.0,USD,8996400.0,7600000.0,USD,313185.0,s1_00_modern-evening-auction?locale=en_36Claude Monet Saules au soleil couchant,1.2666666666666666
461,461,s1_00_modern-evening-auction?locale=en_,38,René Magritte Cinéma bleu,2000000.0,3000000.0,USD,1301000.0,1100000.0,USD,314745.0,s1_00_modern-evening-auction?locale=en_38René Magritte Cinéma bleu,0.44
473,473,s1_00_modern-evening-auction?locale=en_,39,Fernand Léger La Joie de vivre sur fond rouge,3000000.0,4000000.0,USD,4073500.0,3350000.0,USD,317670.0,s1_00_modern-evening-auction?locale=en_39Fernand Léger La Joie de vivre sur fond rouge,0.9571428571428572
472,472,s1_00_modern-evening-auction?locale=en_,39,Fernand Léger La Joie de vivre sur fond rouge,3000000.0,4000000.0,USD,4073500.0,3300000.0,USD,317490.0,s1_00_modern-evening-auction?locale=en_39Fernand Léger La Joie de vivre sur fond rouge,0.9428571428571428
474,474,s1_00_modern-evening-auction?locale=en_,40,Henry Moore Family Group,500000.0,700000.0,USD,576600.0,460000.0,USD,319305.0,s1_00_modern-evening-auction?locale=en_40Henry Moore Family Group,0.7666666666666667
475,475,s1_00_modern-evening-auction?locale=en_,41,Fernand Léger Composition (Les Clés),3000000.0,4000000.0,USD,3045000.0,2500000.0,USD,320340.0,s1_00_modern-evening-auction?locale=en_41Fernand Léger Composition (Les Clés),0.7142857142857143
509,509,s1_00_modern-evening-auction?locale=en_,42,Tamara de Lempicka Portrait de Mademoiselle Poum Rachou,3500000.0,5000000.0,USD,7847400.0,6600000.0,USD,327045.0,s1_00_modern-evening-auction?locale=en_42Tamara de Lempicka Portrait de Mademoiselle Poum Rachou,1.5529411764705883
508,508,s1_00_modern-evening-auction?locale=en_,42,Tamara de Lempicka Portrait de Mademoiselle Poum Rachou,3500000.0,5000000.0,USD,7847400.0,6500000.0,USD,326850.0,s1_00_modern-evening-auction?locale=en_42Tamara de Lempicka Portrait de Mademoiselle Poum Rachou,1.5294117647058822
514,514,s1_00_modern-evening-auction?locale=en_,43,Rembrandt Bugatti Deux grands léopards,500000.0,700000.0,USD,927500.0,750000.0,USD,329355.0,s1_00_modern-evening-auction?locale=en_43Rembrandt Bugatti Deux grands léopards,1.25
513,513,s1_00_modern-evening-auction?locale=en_,43,Rembrandt Bugatti Deux grands léopards,500000.0,700000.0,USD,927500.0,700000.0,USD,329310.0,s1_00_modern-evening-auction?locale=en_43Rembrandt Bugatti Deux grands léopards,1.1666666666666667
530,530,s1_00_modern-evening-auction?locale=en_,44,Pablo Picasso Tête de femme,2500000.0,3500000.0,USD,5549400.0,4600000.0,,333510.0,s1_00_modern-evening-auction?locale=en_44Pablo Picasso Tête de femme,1.5333333333333334
529,529,s1_00_modern-evening-auction?locale=en_,44,Pablo Picasso Tête de femme,2500000.0,3500000.0,USD,5549400.0,4500000.0,USD,333330.0,s1_00_modern-evening-auction?locale=en_44Pablo Picasso Tête de femme,1.5
532,532,s1_00_modern-evening-auction?locale=en_,45,Jean Dubuffet Paysage aux personnages: applaudissant à l'exercice exécuté par l'un d'eux (Il marche dans le chemin),2000000.0,3000000.0,USD,2803000.0,2400000.0,USD,335475.0,s1_00_modern-evening-auction?locale=en_45Jean Dubuffet Paysage aux personnages: applaudissant à l'exercice exécuté par l'un d'eux (Il marche dans le chemin),0.96
534,534,s1_00_modern-evening-auction?locale=en_,45,Jean Dubuffet Paysage aux personnages: applaudissant à l'exercice exécuté par l'un d'eux (Il marche dans le chemin),2000000.0,3000000.0,USD,2803000.0,2300000.0,USD,335820.0,s1_00_modern-evening-auction?locale=en_45Jean Dubuffet Paysage aux personnages: applaudissant à l'exercice exécuté par l'un d'eux (Il marche dans le chemin),0.92
539,539,s1_00_modern-evening-auction?locale=en_,46,Marc Chagall Bord de fleuve,1200000.0,1800000.0,USD,2258500.0,1850000.0,USD,338445.0,s1_00_modern-evening-auction?locale=en_46Marc Chagall Bord de fleuve,1.2333333333333334
538,538,s1_00_modern-evening-auction?locale=en_,46,Marc Chagall Bord de fleuve,1200000.0,1800000.0,USD,2258500.0,1800000.0,USD,337710.0,s1_00_modern-evening-auction?locale=en_46Marc Chagall Bord de fleuve,1.2
542,542,s1_00_modern-evening-auction?locale=en_,47,Pablo Picasso Le Peintre et son modèle,2500000.0,3500000.0,USD,,2300000.0,,339825.0,s1_00_modern-evening-auction?locale=en_47Pablo Picasso Le Peintre et son modèle,0.7666666666666667
541,541,s1_00_modern-evening-auction?locale=en_,47,Pablo Picasso Le Peintre et son modèle,2500000.0,3500000.0,USD,,2200000.0,,339690.0,s1_00_modern-evening-auction?locale=en_47Pablo Picasso Le Peintre et son modèle,0.7333333333333333
545,545,s1_00_modern-evening-auction?locale=en_,48,Henry Moore Woman,2500000.0,3500000.0,USD,2561000.0,2100000.0,USD,342795.0,s1_00_modern-evening-auction?locale=en_48Henry Moore Woman,0.7
544,544,s1_00_modern-evening-auction?locale=en_,48,Henry Moore Woman,2500000.0,3500000.0,USD,2561000.0,2050000.0,USD,341955.0,s1_00_modern-evening-auction?locale=en_48Henry Moore Woman,0.6833333333333333
549,549,s1_00_modern-evening-auction?locale=en_,49,Lynn Chadwick High Hat Man and High Hat Woman,1000000.0,1500000.0,USD,1593000.0,1300000.0,USD,344730.0,s1_00_modern-evening-auction?locale=en_49Lynn Chadwick High Hat Man and High Hat Woman,1.04
548,548,s1_00_modern-evening-auction?locale=en_,49,Lynn Chadwick High Hat Man and High Hat Woman,1000000.0,1500000.0,USD,1593000.0,1200000.0,USD,344490.0,s1_00_modern-evening-auction?locale=en_49Lynn Chadwick High Hat Man and High Hat Woman,0.96
554,554,s1_00_modern-evening-auction?locale=en_,50,Matta L'Interrompu,800000.0,1200000.0,USD,715750.0,575000.0,USD,347160.0,s1_00_modern-evening-auction?locale=en_50Matta L'Interrompu,0.575
553,553,s1_00_modern-evening-auction?locale=en_,50,Matta L'Interrompu,800000.0,1200000.0,USD,715750.0,550000.0,USD,346050.0,s1_00_modern-evening-auction?locale=en_50Matta L'Interrompu,0.55
572,572,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,1,Peter McDonald 彼得・麥當勞 | Disco 的士高,80000.0,120000.0,HKD,504000.0,400000.0,HKD,95880.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_1Peter McDonald 彼得・麥當勞 | Disco 的士高,4.0
571,571,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,1,Peter McDonald 彼得・麥當勞 | Disco 的士高,80000.0,120000.0,HKD,504000.0,380000.0,HKD,95460.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_1Peter McDonald 彼得・麥當勞 | Disco 的士高,3.8
600,600,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,2,Jamian Juliano-Villani 賈米安・朱利安諾・維拉尼 | Heat Wave 熱浪,300000.0,500000.0,HKD,3150000.0,2500000.0,HKD,104400.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_2Jamian Juliano-Villani 賈米安・朱利安諾・維拉尼 | Heat Wave 熱浪,6.25
599,599,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,2,Jamian Juliano-Villani 賈米安・朱利安諾・維拉尼 | Heat Wave 熱浪,300000.0,500000.0,HKD,3150000.0,2400000.0,HKD,103965.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_2Jamian Juliano-Villani 賈米安・朱利安諾・維拉尼 | Heat Wave 熱浪,6.0
626,626,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,3,"Loie Hollowell 洛伊・霍洛韋爾 | Linked Lingams (yellow, green, blue, purple, pink) 連接的林伽（黃，綠，藍，紫，粉紅色）",3000000.0,5000000.0,HKD,16510000.0,13500000.0,HKD,111975.0,"s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_3Loie Hollowell 洛伊・霍洛韋爾 | Linked Lingams (yellow, green, blue, purple, pink) 連接的林伽（黃，綠，藍，紫，粉紅色）",3.375
625,625,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,3,"Loie Hollowell 洛伊・霍洛韋爾 | Linked Lingams (yellow, green, blue, purple, pink) 連接的林伽（黃，綠，藍，紫，粉紅色）",3000000.0,5000000.0,HKD,16510000.0,13000000.0,HKD,110400.0,"s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_3Loie Hollowell 洛伊・霍洛韋爾 | Linked Lingams (yellow, green, blue, purple, pink) 連接的林伽（黃，綠，藍，紫，粉紅色）",3.25
655,655,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,4,Emily Mae Smith 艾米莉・梅・史密斯 | Fool Pavilion 傻子樓閣,200000.0,400000.0,HKD,3402000.0,2700000.0,HKD,120975.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_4Emily Mae Smith 艾米莉・梅・史密斯 | Fool Pavilion 傻子樓閣,9.0
654,654,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,4,Emily Mae Smith 艾米莉・梅・史密斯 | Fool Pavilion 傻子樓閣,200000.0,400000.0,HKD,3402000.0,2600000.0,HKD,119640.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_4Emily Mae Smith 艾米莉・梅・史密斯 | Fool Pavilion 傻子樓閣,8.666666666666666
664,664,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,5,Avery Singer 艾芙瑞・辛格 | Boots 靴子,3800000.0,5800000.0,HKD,10460000.0,8500000.0,HKD,125355.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_5Avery Singer 艾芙瑞・辛格 | Boots 靴子,1.7708333333333333
663,663,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,5,Avery Singer 艾芙瑞・辛格 | Boots 靴子,3800000.0,5800000.0,HKD,10460000.0,8000000.0,HKD,124935.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_5Avery Singer 艾芙瑞・辛格 | Boots 靴子,1.6666666666666667
672,672,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,6,Andy Warhol 安迪・沃荷 | Campbell's Soup I (Set of Ten) 金寶湯之一（一套十幅）,4000000.0,6000000.0,HKD,8040000.0,6500000.0,HKD,129735.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_6Andy Warhol 安迪・沃荷 | Campbell's Soup I (Set of Ten) 金寶湯之一（一套十幅）,1.3
671,671,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,6,Andy Warhol 安迪・沃荷 | Campbell's Soup I (Set of Ten) 金寶湯之一（一套十幅）,4000000.0,6000000.0,HKD,8040000.0,6200000.0,HKD,129375.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_6Andy Warhol 安迪・沃荷 | Campbell's Soup I (Set of Ten) 金寶湯之一（一套十幅）,1.24
682,682,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,7,Andy Warhol 安迪・沃荷 | Campbell's Soup II (set of 10) 金寶湯之二（一套十件）,2800000.0,4800000.0,HKD,5983000.0,4800000.0,HKD,133620.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_7Andy Warhol 安迪・沃荷 | Campbell's Soup II (set of 10) 金寶湯之二（一套十件）,1.263157894736842
681,681,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,7,Andy Warhol 安迪・沃荷 | Campbell's Soup II (set of 10) 金寶湯之二（一套十件）,2800000.0,4800000.0,HKD,5983000.0,4500000.0,HKD,133560.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_7Andy Warhol 安迪・沃荷 | Campbell's Soup II (set of 10) 金寶湯之二（一套十件）,1.1842105263157894
691,691,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,8,Richard Prince 理查德・普林斯 | Runaway Nurse 逃脫的護士,75000000.0,95000000.0,HKD,93986000.0,80000000.0,HKD,137145.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_8Richard Prince 理查德・普林斯 | Runaway Nurse 逃脫的護士,0.9411764705882353
690,690,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_,8,Richard Prince 理查德・普林斯 | Runaway Nurse 逃脫的護士,75000000.0,95000000.0,HKD,93986000.0,79000000.0,HKD,137070.0,s1_01_contemporary-curated-asia-jay-chou-x-sothebys-evening-sale?locale=en_8Richard Prince 理查德・普林斯 | Runaway Nurse 逃脫的護士,0.9294117647058824
