,0,1
N,4,5
min_interval,0.7142857142857143,0.7142857142857143
max_interval,1.19982822788434,1.4105353564271401
choice,0.7921557400515317,1.0028628685943315
Average Price,3338999.2380952383,3085756.8513119533
min_expected_profit_increase,"(-130761.21095091326, -693922.1680768252)","(-119816.23581241554, -727299.0611200582)"
max_expected_profit_increase,"(129851.40583295142, 717990.1266718332)","(179024.04341853134, 789406.4770894414)"
